ativo,target,janela,tecnica,data,target_pred,resultado_real,valor_obtido
VALE3-50,1.01,15,SVC,2005-03-02,1,0.0437158469945355,114221.56993107109
VALE3-50,1.01,15,SVC,2005-03-03,1,0.0369163952225841,114221.56993107109
VALE3-50,1.01,15,SVC,2005-03-04,1,-0.063157894736842,114221.56993107109
VALE3-50,1.01,15,SVC,2005-03-07,1,-0.0430570505920343,114221.56993107109
VALE3-50,1.01,15,SVC,2005-03-08,1,0.0197152245345015,116473.47382894544
VALE3-50,1.01,15,SVC,2005-03-09,1,-0.0492341356673962,116473.47382894544
VALE3-50,1.01,15,SVC,2005-03-10,1,-0.0496688741721855,116473.47382894544
VALE3-50,1.01,15,SVC,2005-03-11,1,0.0157480314960629,116473.47382894544
VALE3-50,1.01,15,SVC,2005-03-14,1,0.0191873589164786,118708.2921755505
VALE3-50,1.01,15,SVC,2005-03-15,1,0.0436280137772673,118708.2921755505
VALE3-50,1.01,15,SVC,2005-03-16,1,0.0619158878504673,118708.2921755505
VALE3-50,1.01,15,SVC,2005-03-17,0,-0.0887902330743617,118708.2921755505
VALE3-50,1.01,20,RNA,2005-02-25,1,-0.0151351351351352,98486.48648648648
VALE3-50,1.01,20,RNA,2005-02-28,1,0.0585585585585584,98486.48648648648
VALE3-50,1.01,20,RNA,2005-03-01,1,0.1066048667439165,98486.48648648648
VALE3-50,1.01,20,RNA,2005-03-02,1,0.0437158469945355,98486.48648648648
VALE3-50,1.01,20,RNA,2005-03-03,1,0.0369163952225841,102122.25254570531
VALE3-50,1.01,20,RNA,2005-03-04,0,-0.063157894736842,102122.25254570531
VALE3-50,1.01,20,RNA,2005-03-07,1,-0.0430570505920343,102122.25254570531
VALE3-50,1.01,20,RNA,2005-03-08,1,0.0197152245345015,102122.25254570531
VALE3-50,1.01,20,RNA,2005-03-09,1,-0.0492341356673962,97094.35170920996
VALE3-50,1.01,20,RNA,2005-03-10,1,-0.0496688741721855,97094.35170920996
VALE3-50,1.01,20,RNA,2005-03-11,1,0.0157480314960629,97094.35170920996
VALE3-50,1.01,20,RNA,2005-03-14,1,0.0191873589164786,97094.35170920996
VALE3-50,1.01,20,RNA,2005-03-15,0,0.0436280137772673,97094.35170920996
VALE3-50,1.01,20,RNA,2005-03-16,1,0.0619158878504673,103106.03470055124
VALE3-50,1.01,20,RNA,2005-03-17,0,-0.0887902330743617,103106.03470055124
VALE3-50,1.01,20,Random Forest,2005-02-25,1,-0.0151351351351352,98486.48648648648
VALE3-50,1.01,20,Random Forest,2005-02-28,1,0.0585585585585584,98486.48648648648
VALE3-50,1.01,20,Random Forest,2005-03-01,1,0.1066048667439165,98486.48648648648
VALE3-50,1.01,20,Random Forest,2005-03-02,1,0.0437158469945355,98486.48648648648
VALE3-50,1.01,20,Random Forest,2005-03-03,1,0.0369163952225841,102122.25254570531
VALE3-50,1.01,20,Random Forest,2005-03-04,1,-0.063157894736842,102122.25254570531
VALE3-50,1.01,20,Random Forest,2005-03-07,1,-0.0430570505920343,102122.25254570531
VALE3-50,1.01,20,Random Forest,2005-03-08,1,0.0197152245345015,102122.25254570531
VALE3-50,1.01,20,Random Forest,2005-03-09,1,-0.0492341356673962,97094.35170920996
VALE3-50,1.01,20,Random Forest,2005-03-10,1,-0.0496688741721855,97094.35170920996
VALE3-50,1.01,20,Random Forest,2005-03-11,1,0.0157480314960629,97094.35170920996
VALE3-50,1.01,20,Random Forest,2005-03-14,1,0.0191873589164786,97094.35170920996
VALE3-50,1.01,20,Random Forest,2005-03-15,1,0.0436280137772673,101330.38542327422
VALE3-50,1.01,20,Random Forest,2005-03-16,0,0.0619158878504673,101330.38542327422
VALE3-50,1.01,20,Random Forest,2005-03-17,0,-0.0887902330743617,101330.38542327422
VALE3-50,1.01,20,SVC,2005-02-25,1,-0.0151351351351352,98486.48648648648
VALE3-50,1.01,20,SVC,2005-02-28,1,0.0585585585585584,98486.48648648648
VALE3-50,1.01,20,SVC,2005-03-01,1,0.1066048667439165,98486.48648648648
VALE3-50,1.01,20,SVC,2005-03-02,1,0.0437158469945355,98486.48648648648
VALE3-50,1.01,20,SVC,2005-03-03,1,0.0369163952225841,102122.25254570531
VALE3-50,1.01,20,SVC,2005-03-04,0,-0.063157894736842,102122.25254570531
VALE3-50,1.01,20,SVC,2005-03-07,1,-0.0430570505920343,102122.25254570531
VALE3-50,1.01,20,SVC,2005-03-08,1,0.0197152245345015,102122.25254570531
VALE3-50,1.01,20,SVC,2005-03-09,1,-0.0492341356673962,97094.35170920996
VALE3-50,1.01,20,SVC,2005-03-10,1,-0.0496688741721855,97094.35170920996
VALE3-50,1.01,20,SVC,2005-03-11,1,0.0157480314960629,97094.35170920996
VALE3-50,1.01,20,SVC,2005-03-14,1,0.0191873589164786,97094.35170920996
