data,PETR4_esmble_jan_tot,PETR4_rend_decisao_esmble_jan_tot,VALE3_esmble_jan_tot,VALE3_rend_decisao_esmble_jan_tot,ITUB4_esmble_jan_tot,ITUB4_rend_decisao_esmble_jan_tot
2021-12-15,0,-0.0104694368121087,0,-0.0043301087574277,0,0.0
2021-12-16,1,0.0124957734639461,1,0.0247070840645305,0,0.0
2021-12-17,0,0.0010131683259186,1,0.0096370412698494,0,0.0
2021-12-20,0,0.0,1,-0.0125156516199424,0,0.0
2021-12-21,0,0.0,0,0.0061326534085203,0,0.0
2021-12-22,0,0.0,0,0.0031289044553838,0,0.0
2021-12-23,0,0.0,0,0.0,0,0.0
2021-12-27,0,0.0,0,0.0,0,0.0
2021-12-28,0,0.0,0,0.0,0,0.0
2021-12-29,0,0.0,0,0.0,0,0.0
2021-12-30,0,0.0,0,0.0,0,0.0
2022-01-03,0,0.0,0,0.0,0,0.0
2022-01-04,1,0.0,0,0.0,0,0.0
2022-01-05,0,0.0027407193512562,0,0.0,1,0.0
2022-01-06,0,-0.0184994341447624,1,0.0,0,0.0277264115533065
2022-01-07,1,-0.0308324839026524,1,0.0447761184003516,1,0.0
2022-01-10,1,-0.0325453632511513,0,0.0215783743465692,0,0.0137350528004039
2022-01-11,1,0.0345195057478186,1,0.0,0,0.0345591284644809
2022-01-12,0,0.0331606222509732,1,0.0010405905077537,1,0.0
2022-01-13,0,0.0,0,-0.0145681578274261,1,0.0316154051474434
2022-01-14,1,0.0,1,-0.0180367564262298,1,0.0118794949746061
2022-01-17,1,0.013057345748485,1,-0.0218522289353445,1,0.007636826377167
2022-01-18,0,0.0184713140653642,1,0.0271931765463897,0,0.0165464762353418
2022-01-19,1,0.0,1,0.0058770359241078,1,0.0
2022-01-20,1,0.0158730282719982,0,0.0055379788004907,1,0.005522521273198
2022-01-21,1,0.0098194502154013,1,-0.0197784695552325,1,0.004672929074587
2022-01-24,0,0.0215395201954814,1,-0.0510849881367394,1,0.0004247960993055
2022-01-25,1,0.0,0,0.0117772935173958,1,0.0259133646413599
2022-01-26,1,0.0291290727923044,0,0.0297406622616337,0,0.0069872707251528
2022-01-27,1,0.0113868288947936,0,0.0,0,0.0242498906349639
2022-01-28,1,0.002919726324649,0,0.0,1,0.0
2022-01-31,1,-0.0364963794978488,1,0.0,1,0.0340494714244031
2022-02-01,0,-0.0271532871886142,1,0.0469938760444652,1,0.0158165481760413
2022-02-02,1,0.0,1,0.0092397596485645,0,0.0015704982262931
2022-02-03,1,0.017619818492747,0,0.0149707580063648,1,0.0023557473394397
2022-02-04,0,0.0253008744082747,1,0.0312280718211682,1,0.0113859797744479
2022-02-07,1,0.0,0,0.023709575745084,1,0.0031409435061152
2022-02-08,0,0.0015673650731617,0,0.0,1,0.0174050528248317
2022-02-09,1,0.0247648481015154,0,0.0,1,0.0184368750472936
2022-02-10,1,0.0185758831016353,0,0.0,0,0.0309572472818133
2022-02-11,0,0.0347878995592268,0,0.0,1,0.0
2022-02-14,0,0.0,0,0.0,0,0.0033834832138138
2022-02-15,1,0.0,0,0.0,1,0.0112782097830568
2022-02-16,1,0.026500159808077,1,0.0,0,0.0101503989441995
2022-02-17,1,0.0133942337165532,0,0.0016882411015759,1,-0.0045112433554293
2022-02-18,1,0.0073059153995571,0,-0.02048395961236,1,0.0125858174766389
2022-02-21,0,0.0350076222576081,1,-0.0096792226410409,0,0.0022883117477589
2022-02-22,1,0.0,1,-0.0163196386537018,0,-0.0025174926600132
2022-02-23,0,0.012287932912812,1,0.002838015881221,0,-0.0048070387753428
2022-02-24,0,0.0324751198613975,1,-0.0005675970450312,0,0.0
2022-02-25,1,0.0,1,0.0490407525634793,0,0.0
2022-03-02,1,0.0008508200647764,0,0.0073759715409481,0,0.0
2022-03-03,0,-0.0093590207125411,0,0.0231383278506261,0,0.0
2022-03-04,0,-0.0164492137648775,1,0.0,0,0.0
2022-03-07,1,-0.018718041425082,1,0.01397931651107,0,0.0
2022-03-08,0,0.030312441288943,0,0.0255649192232293,0,0.0
2022-03-09,1,0.0,1,0.0,0,0.0
2022-03-10,0,0.0613497436730057,1,0.0296296365602597,1,0.0
2022-03-11,0,0.0,1,0.0100585058517863,0,0.0142687174217718
2022-03-14,0,0.0,0,-0.0228882298437924,1,0.0122869778054452
2022-03-15,1,0.0,0,-0.0805706607977536,1,0.0083234451882863
2022-03-16,0,0.0012697797708894,1,-0.0364364118667192,1,0.0170432169460358
2022-03-17,0,-0.0031746230129747,0,0.0223896654129375,1,0.0214508159932491
2022-03-18,1,-0.0215872976196271,1,0.0,1,0.0195477316216476
2022-03-21,1,0.0187301629458127,1,0.021576086375684,0,0.0245839716292979
2022-03-22,1,0.0034385362709854,1,0.0045680604712289,0,0.0
2022-03-23,1,0.015004646220221,1,0.0043650428943101,0,0.0
2022-03-24,1,0.0171606660664148,0,-0.0092376495297843,0,0.0
2022-03-25,1,0.0124416723528823,0,-0.0021317703527364,0,0.0
2022-03-28,1,-0.0021773160472376,1,0.0,0,0.0
2022-03-29,1,0.0189735354564743,0,0.0033564074726268,1,0.0
2022-03-30,1,0.0150769929631671,0,0.0185651386353602,0,0.0043103416995878
2022-03-31,1,0.0307031261673118,1,0.0,0,0.005747122266117
2022-04-01,0,0.0071534816384003,0,0.0074395610981801,0,0.0020800855430642
2022-04-04,1,-0.0193740670970565,1,0.0151890854353997,0,-0.0112186737157837
2022-04-05,1,-0.0146051336645123,1,0.0043138875693628,0,0.0
2022-04-06,1,-0.0229508894058406,1,-0.0065735525022325,0,0.0
2022-04-07,1,0.0435048897455643,1,0.0033894840441531,0,0.0
