ativo|target|data|target_real|resultado_real|esmble_jan_tot|esmble_jan_par|in_precision
VALE3|1.01|2022-03-16|1|0.01|1|1|1.0
VALE3|1.01|2022-03-17|1|0.01|1|1|1.0
VALE3|1.01|2022-03-18|1|0.01|0|1|1.0
VALE3|1.01|2022-03-21|0|-0.0332961101444205|0|1|1.0
VALE3|1.01|2022-03-22|1|0.01|1|1|1.0
VALE3|1.01|2022-03-23|1|0.01|1|1|1.0
VALE3|1.01|2022-03-24|0|-0.0187308024855654|1|1|1.0
VALE3|1.01|2022-03-25|1|0.01|1|1|1.0
VALE3|1.01|2022-03-28|1|0.01|1|1|1.0
VALE3|1.01|2022-03-29|1|0.01|1|1|1.0
VALE3|1.01|2022-03-30|1|0.01|1|1|1.0
VALE3|1.01|2022-03-31|1|0.01|1|1|1.0
VALE3|1.01|2022-04-01|1|0.01|1|1|1.0
VALE3|1.01|2022-04-04|0|-0.0226992703132489|1|1|1.0
VALE3|1.01|2022-04-05|1|0.01|1|1|1.0
VALE3|1.01|2022-04-06|1|0.01|1|1|1.0
VALE3|1.01|2022-04-07|0|-0.0335264901107769|1|1|1.0
VALE3|1.01|2022-04-08|1|0.01|1|1|1.0
VALE3|1.01|2022-04-11|0|-0.0476340678694801|1|1|1.0
VALE3|1.01|2022-04-12|0|-0.0621456775531747|1|1|1.0
VALE3|1.01|2022-04-13|0|-0.0847711913869467|0|1|1.0
VALE3|1.01|2022-04-14|0|-0.1218207631076918|1|1|1.0
VALE3|1.01|2022-04-18|0|-0.118296343356489|1|1|1.0
VALE3|1.01|2022-04-19|0|-0.0994111534204835|0|0|0.0
VALE3|1.01|2022-04-20|0|-0.0129729626392969|0|1|1.0
VALE3|1.01|2022-04-22|1|0.01|0|0|0.0
VALE3|1.01|2022-04-25|1|0.01|0|1|1.0
VALE3|1.01|2022-04-26|1|0.01|0|0|0.0
VALE3|1.01|2022-04-27|1|0.01|0|1|1.0
VALE3|1.01|2022-04-28|1|0.01|0|1|1.0
VALE3|1.01|2022-04-29|1|0.01|1|1|1.0
VALE3|1.01|2022-05-02|1|0.01|1|1|1.0
VALE3|1.01|2022-05-03|1|0.01|1|1|1.0
VALE3|1.01|2022-05-04|1|0.01|1|1|1.0
VALE3|1.01|2022-05-05|1|0.01|1|1|1.0
VALE3|1.01|2022-05-06|1|0.01|1|1|1.0
VALE3|1.01|2022-05-09|1|0.01|1|1|1.0
VALE3|1.01|2022-05-10|1|0.01|1|1|1.0
VALE3|1.01|2022-05-11|1|0.01|1|1|1.0
VALE3|1.01|2022-05-12|1|0.01|0|1|1.0
VALE3|1.01|2022-05-13|1|0.01|1|1|1.0
VALE3|1.01|2022-05-16|0|-0.0072083197039282|1|1|1.0
VALE3|1.01|2022-05-17|1|0.01|1|1|1.0
VALE3|1.01|2022-05-18|1|0.01|1|1|1.0
VALE3|1.01|2022-05-19|1|0.01|1|1|1.0
VALE3|1.01|2022-05-20|1|0.01|1|1|1.0
VALE3|1.01|2022-05-23|1|0.01|1|1|1.0
VALE3|1.01|2022-05-24|1|0.01|1|1|1.0
VALE3|1.01|2022-05-25|1|0.01|1|1|1.0
VALE3|1.01|2022-05-26|1|0.01|1|1|1.0
VALE3|1.01|2022-05-27|1|0.01|0|1|0.0
VALE3|1.01|2022-05-30|1|0.01|0|1|1.0
VALE3|1.01|2022-05-31|1|0.01|0|1|1.0
VALE3|1.01|2022-06-01|0|0.0068888801049267|1|1|1.0
VALE3|1.01|2022-06-02|1|0.01|1|1|1.0
VALE3|1.01|2022-06-03|1|0.01|0|1|1.0
VALE3|1.01|2022-06-06|1|0.01|1|1|1.0
VALE3|1.01|2022-06-07|0|-0.0879928672081327|0|1|1.0
VALE3|1.01|2022-06-08|0|-0.0606896416699371|0|1|1.0
VALE3|1.01|2022-06-09|1|0.01|1|1|1.0
VALE3|1.01|2022-06-10|1|0.01|0|1|0.0
VALE3|1.01|2022-06-13|1|0.01|0|1|0.0
VALE3|1.01|2022-06-14|1|0.01|0|1|0.0
VALE3|1.01|2022-06-15|0|-0.0504095844073703|1|1|1.0
VALE3|1.01|2022-06-17|1|0.01|1|1|1.0
VALE3|1.01|2022-06-20|1|0.01|1|1|1.0
VALE3|1.01|2022-06-21|1|0.01|1|1|1.0
VALE3|1.01|2022-06-22|1|0.01|1|1|1.0
VALE3|1.01|2022-06-23|1|0.01|1|1|1.0
VALE3|1.01|2022-06-24|1|0.01|1|1|1.0
VALE3|1.01|2022-06-27|0|-0.0612499973994848|1|1|1.0
VALE3|1.01|2022-06-28|0|-0.0620525015617872|1|1|1.0
VALE3|1.01|2022-06-29|1|0.01|1|1|1.0
VALE3|1.01|2022-06-30|1|0.01|1|1|1.0
VALE3|1.01|2022-07-01|1|0.01|1|1|1.0
VALE3|1.01|2022-07-04|1|0.01|1|1|1.0
VALE3|1.01|2022-07-05|1|0.01|1|1|1.0
VALE3|1.01|2022-07-06|1|0.01|0|1|0.0
VALE3|1.01|2022-07-07|1|0.01|1|1|1.0
VALE3|1.01|2022-07-08|0|-0.0836142944722676|1|1|1.0
VALE3|1.01|2022-07-11|1|0.01|1|1|1.0
VALE3|1.01|2022-07-12|0|-0.0578478439849202|1|1|1.0
VALE3|1.01|2022-07-13|0|-0.0229787233414694|1|1|1.0
VALE3|1.01|2022-07-14|1|0.01|0|1|1.0
VALE3|1.01|2022-07-15|0|-0.0258559330130353|1|1|1.0
VALE3|1.01|2022-07-18|1|0.01|0|1|0.0
VALE3|1.01|2022-07-19|1|0.01|0|0|0.0
VALE3|1.01|2022-07-20|1|0.01|0|1|1.0
VALE3|1.01|2022-07-21|1|0.01|0|0|0.0
VALE3|1.01|2022-07-22|1|0.01|0|1|1.0
VALE3|1.01|2022-07-25|0|-0.0220134590513942|1|1|1.0
VALE3|1.01|2022-07-26|1|0.01|1|1|1.0
VALE3|1.01|2022-07-27|0|-0.0169325522957006|0|1|0.0
VALE3|1.01|2022-07-28|1|0.01|1|1|1.0
VALE3|1.01|2022-07-29|1|0.01|0|1|1.0
VALE3|1.01|2022-08-01|1|0.01|1|1|1.0
VALE3|1.01|2022-08-02|0|-0.021124749896217|1|1|1.0
VALE3|1.01|2022-08-03|1|0.01|1|1|1.0
VALE3|1.01|2022-08-04|1|0.01|1|1|1.0
VALE3|1.01|2022-08-05|1|0.01|1|1|1.0
VALE3|1.01|2022-08-08|1|0.01|0|1|1.0
VALE3|1.01|2022-08-09|1|0.01|1|1|1.0
VALE3|1.01|2022-08-10|1|0.01|0|1|1.0
VALE3|1.01|2022-08-11|1|0.01|1|1|1.0
VALE3|1.01|2022-08-12|1|0.01|0|1|1.0
VALE3|1.01|2022-08-15|1|0.01|1|1|1.0
VALE3|1.01|2022-08-16|0|-0.034250591974036|0|1|1.0
VALE3|1.01|2022-08-17|1|0.01|1|1|1.0
VALE3|1.01|2022-08-18|1|0.01|1|1|1.0
VALE3|1.01|2022-08-19|1|0.01|1|1|1.0
VALE3|1.01|2022-08-22|1|0.01|1|1|1.0
VALE3|1.01|2022-08-23|1|0.01|0|1|1.0
VALE3|1.01|2022-08-24|1|0.01|1|1|1.0
VALE3|1.01|2022-08-25|1|0.01|1|1|1.0
VALE3|1.01|2022-08-26|0|-0.0534814731764847|1|1|1.0
VALE3|1.01|2022-08-29|0|-0.0457992139516874|1|1|1.0
VALE3|1.01|2022-08-30|1|0.01|1|1|1.0
VALE3|1.01|2022-08-31|1|0.01|1|1|1.0
VALE3|1.01|2022-09-01|1|0.01|1|1|1.0
VALE3|1.01|2022-09-02|1|0.01|1|1|1.0
VALE3|1.01|2022-09-05|1|0.01|1|1|1.0
VALE3|1.01|2022-09-06|1|0.01|1|1|1.0
VALE3|1.01|2022-09-08|1|0.01|0|1|1.0
VALE3|1.01|2022-09-09|1|0.01|1|1|1.0
VALE3|1.01|2022-09-12|1|0.01|1|1|1.0
VALE3|1.01|2022-09-13|1|0.01|1|1|1.0
VALE3|1.01|2022-09-14|1|0.01|1|1|1.0
VALE3|1.01|2022-09-15|1|0.01|1|1|1.0
VALE3|1.01|2022-09-16|1|0.01|1|1|1.0
VALE3|1.01|2022-09-19|1|0.01|1|1|1.0
VALE3|1.01|2022-09-20|1|0.01|1|1|1.0
VALE3|1.01|2022-09-21|0|-0.035200230796926|1|1|1.0
VALE3|1.01|2022-09-22|1|0.01|1|1|1.0
VALE3|1.01|2022-09-23|1|0.01|1|1|1.0
VALE3|1.01|2022-09-26|1|0.01|0|1|1.0
VALE3|1.01|2022-09-27|1|0.01|1|1|1.0
VALE3|1.01|2022-09-28|1|0.01|1|1|1.0
VALE3|1.01|2022-09-29|1|0.01|1|1|1.0
VALE3|1.01|2022-09-30|1|0.01|1|1|1.0
VALE3|1.01|2022-10-03|1|0.01|1|1|
VALE3|1.01|2022-10-04|1|0.01|1|1|
VALE3|1.01|2022-10-05|1|0.01|1|1|
VALE3|1.01|2022-10-06|1|0.01|1|1|
VALE3|1.01|2022-10-07|0|-0.0861143936477306|1|1|
VALE3|1.01|2022-10-10|1|0.01|1|1|
VALE3|1.01|2022-10-11|1|0.01|1|1|
VALE3|1.01|2022-10-13|1|0.01|1|1|
VALE3|1.01|2022-10-14|1|0.01|1|1|
VALE3|1.01|2022-10-17|1|0.01|1|1|
VALE3|1.01|2022-10-18|1|0.01|1|1|
VALE3|1.01|2022-10-19|1|0.01|1|1|
VALE3|1.01|2022-10-20|1|0.01|1|1|
VALE3|1.01|2022-10-21|1|0.01|1|1|
VALE3|1.01|2022-10-24|1|0.01|1|1|
VALE3|1.01|2022-10-25|1|0.01|1|1|
VALE3|1.01|2022-10-26|0|-0.0393055514468599|1|1|
VALE3|1.01|2022-10-27|1|0.01|1|1|
VALE3|1.01|2022-10-28|1|0.01|1|1|
VALE3|1.01|2022-10-31|1|0.01|1|1|
VALE3|1.01|2022-11-01|1|0.01|1|1|
VALE3|1.01|2022-11-03|1|0.01|1|1|
VALE3|1.01|2022-11-04|1|0.01|1|1|
VALE3|1.01|2022-11-07|1|0.01|1|1|
VALE3|1.01|2022-11-08|1|0.01|1|1|
VALE3|1.01|2022-11-09|1|0.01|1|1|
VALE3|1.01|2022-11-10|1|0.01|1|1|
VALE3|1.01|2022-11-11|1|0.01|1|1|
VALE3|1.01|2022-11-14|1|0.01|0|1|
VALE3|1.01|2022-11-16|1|0.01|1|1|
VALE3|1.01|2022-11-17|0|-0.0405453491062897|1|1|
VALE3|1.01|2022-11-18|1|0.01|1|1|
VALE3|1.01|2022-11-21|1|0.01|0|1|
VALE3|1.01|2022-11-22|1|0.01|1|1|
VALE3|1.01|2022-11-23|1|0.01|1|1|
VALE3|1.01|2022-11-24|1|0.01|1|1|
VALE3|1.01|2022-11-25|1|0.01|1|1|
VALE3|1.01|2022-11-28|1|0.01|0|1|
VALE3|1.01|2022-11-29|1|0.01|1|1|
VALE3|1.01|2022-11-30|1|0.01|1|1|
VALE3|1.01|2022-12-01|1|0.01|1|1|
VALE3|1.01|2022-12-02|1|0.01|1|1|
VALE3|1.01|2022-12-05|1|0.01|1|1|
VALE3|1.01|2022-12-06|1|0.01|1|1|
VALE3|1.01|2022-12-07|1|0.01|1|1|
VALE3|1.01|2022-12-08|1|0.01|1|1|
VALE3|1.01|2022-12-09|0|-0.0077656436659293|1|1|
VALE3|1.01|2022-12-12|1|0.01|1|1|
VALE3|1.01|2022-12-13|1|0.01|1|1|
VALE3|1.01|2022-12-14|0|-0.0187664453884637|1|1|
VALE3|1.01|2022-12-15|0|-0.008735629013139|1|1|
VALE3|1.01|2022-12-16|1|0.01|0|1|
VALE3|1.01|2022-12-19|1|0.01|0|1|
VALE3|1.01|2022-12-20|0|0.0024165680220025|1|1|
VALE3|1.01|2022-12-21|1|0.01|1|1|
VALE3|1.01|2022-12-22|1|0.01|0|1|
VALE3|1.01|2022-12-23|1|0.01|1|1|
VALE3|1.015|2020-06-04|0|-0.0388366657687804|1|1|1.0
VALE3|1.015|2020-06-05|0|-0.0287377269688693|0|1|1.0
VALE3|1.015|2020-06-08|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-06-09|0|0.0087415849252343|0|0|0.0
VALE3|1.015|2020-06-10|1|0.0149999999999999|0|1|0.0
VALE3|1.015|2020-06-12|1|0.0149999999999999|0|1|0.0
VALE3|1.015|2020-06-15|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-06-16|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-06-17|0|-0.0126110085073921|0|1|0.0
VALE3|1.015|2020-06-18|0|-0.0166873623735978|0|1|1.0
VALE3|1.015|2020-06-19|1|0.0149999999999999|0|0|0.0
VALE3|1.015|2020-06-22|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-06-23|0|-0.0110222113751382|0|1|1.0
VALE3|1.015|2020-06-24|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-06-25|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-06-26|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-06-29|1|0.0149999999999999|0|1|1.0
VALE3|1.015|2020-06-30|0|0.0087375262242195|1|1|1.0
VALE3|1.015|2020-07-01|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-07-02|1|0.0149999999999999|0|1|1.0
VALE3|1.015|2020-07-03|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-07-06|1|0.0149999999999999|0|1|1.0
VALE3|1.015|2020-07-07|1|0.0149999999999999|0|0|0.0
VALE3|1.015|2020-07-08|1|0.0149999999999999|0|1|1.0
VALE3|1.015|2020-07-09|1|0.0149999999999999|0|1|1.0
VALE3|1.015|2020-07-10|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-07-13|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-07-14|0|-0.0240770451846147|1|1|1.0
VALE3|1.015|2020-07-15|0|-0.0261011473856809|0|0|0.0
VALE3|1.015|2020-07-16|1|0.0149999999999999|0|0|0.0
VALE3|1.015|2020-07-17|0|-0.0371400507967367|0|1|1.0
VALE3|1.015|2020-07-20|0|-0.0304434105900401|0|0|0.0
VALE3|1.015|2020-07-21|1|0.0149999999999999|0|0|0.0
VALE3|1.015|2020-07-22|1|0.0149999999999999|0|1|0.0
VALE3|1.015|2020-07-23|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-07-24|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-07-27|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-07-28|1|0.0149999999999999|0|1|0.0
VALE3|1.015|2020-07-29|0|-0.0256821620514344|1|1|1.0
VALE3|1.015|2020-07-30|1|0.0149999999999999|0|1|0.0
VALE3|1.015|2020-07-31|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-08-03|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-08-04|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-08-05|0|-0.0373682563472914|1|1|1.0
VALE3|1.015|2020-08-06|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-08-07|1|0.0149999999999999|0|1|1.0
VALE3|1.015|2020-08-10|0|-0.0229335824594626|0|1|1.0
VALE3|1.015|2020-08-11|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-08-12|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-08-13|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-08-14|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-08-17|0|-0.017377564125757|1|1|1.0
VALE3|1.015|2020-08-18|0|-0.0070966770956596|1|1|1.0
VALE3|1.015|2020-08-19|1|0.0149999999999999|0|1|1.0
VALE3|1.015|2020-08-20|0|-0.0105752212846944|1|1|1.0
VALE3|1.015|2020-08-21|0|-0.03415953373041|1|1|1.0
VALE3|1.015|2020-08-24|0|-0.0270700496378446|1|1|1.0
VALE3|1.015|2020-08-25|0|-0.0321115850534886|0|1|1.0
VALE3|1.015|2020-08-26|0|0.0011347107179746|1|1|1.0
VALE3|1.015|2020-08-27|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-08-28|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-08-31|1|0.0149999999999999|0|1|1.0
VALE3|1.015|2020-09-01|0|-0.0424879072901872|1|1|1.0
VALE3|1.015|2020-09-02|0|0.0|1|1|1.0
VALE3|1.015|2020-09-03|0|-0.0197621867340143|1|1|1.0
VALE3|1.015|2020-09-04|1|0.0149999999999999|0|1|1.0
VALE3|1.015|2020-09-08|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-09-09|1|0.0149999999999999|0|1|1.0
VALE3|1.015|2020-09-10|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-09-11|0|-0.0114649652996221|0|1|1.0
VALE3|1.015|2020-09-14|0|-0.0167437347686352|0|0|1.0
VALE3|1.015|2020-09-15|0|-0.0372271906190079|0|1|1.0
VALE3|1.015|2020-09-16|1|0.0149999999999999|0|1|1.0
VALE3|1.015|2020-09-17|0|-0.0145566458755446|1|1|1.0
VALE3|1.015|2020-09-18|1|0.0149999999999999|0|0|1.0
VALE3|1.015|2020-09-21|1|0.0149999999999999|0|1|1.0
VALE3|1.015|2020-09-22|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-09-23|0|-0.0224493205938283|1|1|1.0
VALE3|1.015|2020-09-24|1|0.0149999999999999|0|1|1.0
VALE3|1.015|2020-09-25|0|-0.0180179946215415|1|1|1.0
VALE3|1.015|2020-09-28|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-09-29|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-09-30|0|-0.0152864102671241|1|1|1.0
VALE3|1.015|2020-10-01|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-10-02|1|0.0149999999999999|0|1|1.0
VALE3|1.015|2020-10-05|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-10-06|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-10-07|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-10-08|1|0.0149999999999999|0|1|1.0
VALE3|1.015|2020-10-09|1|0.0149999999999999|0|1|1.0
VALE3|1.015|2020-10-13|1|0.0149999999999999|0|1|1.0
VALE3|1.015|2020-10-14|0|-0.0091331469059787|0|1|1.0
VALE3|1.015|2020-10-15|0|0.0023923512249457|0|1|1.0
VALE3|1.015|2020-10-16|0|0.0058982804396656|0|1|1.0
VALE3|1.015|2020-10-19|1|0.0149999999999999|0|1|1.0
VALE3|1.015|2020-10-20|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-10-21|0|-0.0091903083252499|1|1|1.0
VALE3|1.015|2020-10-22|1|0.0149999999999999|0|1|1.0
VALE3|1.015|2020-10-23|0|-0.0139904548103012|0|0|0.0
VALE3|1.015|2020-10-26|0|-0.0312000109791271|0|0|0.0
VALE3|1.015|2020-10-27|1|0.0149999999999999|0|1|1.0
VALE3|1.015|2020-10-28|1|0.0149999999999999|0|0|0.0
VALE3|1.015|2020-10-29|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-10-30|1|0.0149999999999999|0|0|0.0
VALE3|1.015|2020-11-03|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-11-04|1|0.0149999999999999|0|0|0.0
VALE3|1.015|2020-11-05|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-11-06|0|-0.023070947496099|1|1|1.0
VALE3|1.015|2020-11-09|0|0.0001581131393324|0|1|1.0
VALE3|1.015|2020-11-10|1|0.0149999999999999|0|1|1.0
VALE3|1.015|2020-11-11|1|0.0149999999999999|0|0|0.0
VALE3|1.015|2020-11-12|1|0.0149999999999999|0|1|0.0
VALE3|1.015|2020-11-13|1|0.0149999999999999|0|1|1.0
VALE3|1.015|2020-11-16|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-11-17|1|0.0149999999999999|0|0|0.0
VALE3|1.015|2020-11-18|1|0.0149999999999999|0|0|1.0
VALE3|1.015|2020-11-19|1|0.0149999999999999|0|0|0.0
VALE3|1.015|2020-11-20|1|0.0149999999999999|0|1|0.0
VALE3|1.015|2020-11-23|1|0.0149999999999999|0|0|0.0
VALE3|1.015|2020-11-24|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-11-25|1|0.0149999999999999|0|1|1.0
VALE3|1.015|2020-11-26|1|0.0149999999999999|0|1|1.0
VALE3|1.015|2020-11-27|1|0.0149999999999999|0|1|1.0
VALE3|1.015|2020-11-30|1|0.0149999999999999|0|1|1.0
VALE3|1.015|2020-12-01|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-12-02|1|0.0149999999999999|0|1|1.0
VALE3|1.015|2020-12-03|1|0.0149999999999999|0|1|1.0
VALE3|1.015|2020-12-04|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-12-07|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-12-08|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-12-09|1|0.0149999999999999|0|1|1.0
VALE3|1.015|2020-12-10|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-12-11|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-12-14|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-12-15|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-12-16|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-12-17|0|-0.0029673565221439|1|1|1.0
VALE3|1.015|2020-12-18|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-12-21|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-12-22|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-12-23|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-12-28|1|0.0149999999999999|0|1|1.0
VALE3|1.015|2020-12-29|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2020-12-30|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2021-01-04|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2021-01-05|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2021-01-06|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2021-01-07|0|-0.065915924883139|1|1|1.0
VALE3|1.015|2021-01-08|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2021-01-11|0|-0.087317070139419|0|1|1.0
VALE3|1.015|2021-01-12|0|-0.046121160864824|1|1|1.0
VALE3|1.015|2021-01-13|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2021-01-14|0|-0.044108509989041|0|0|0.0
VALE3|1.015|2021-01-15|1|0.0149999999999999|0|1|0.0
VALE3|1.015|2021-01-18|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2021-01-19|0|-0.0342105220917483|0|1|1.0
VALE3|1.015|2021-01-20|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2021-01-21|1|0.0149999999999999|0|1|1.0
VALE3|1.015|2021-01-22|0|-0.0541993679134962|1|1|1.0
VALE3|1.015|2021-01-26|0|0.0097355858594934|0|1|1.0
VALE3|1.015|2021-01-27|1|0.0149999999999999|0|1|0.0
VALE3|1.015|2021-01-28|1|0.0149999999999999|0|1|1.0
VALE3|1.015|2021-01-29|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2021-02-01|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2021-02-02|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2021-02-03|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2021-02-04|1|0.0149999999999999|0|1|1.0
VALE3|1.015|2021-02-05|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2021-02-08|0|-0.0075052963831193|1|1|1.0
VALE3|1.015|2021-02-09|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2021-02-10|1|0.0149999999999999|0|1|0.0
VALE3|1.015|2021-02-11|1|0.0149999999999999|0|0|0.0
VALE3|1.015|2021-02-12|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2021-02-17|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2021-02-18|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2021-02-19|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2021-02-22|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2021-02-23|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2021-02-24|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2021-02-25|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2021-02-26|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2021-03-01|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2021-03-02|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2021-03-03|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2021-03-04|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2021-03-05|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2021-03-08|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2021-03-09|1|0.0149999999999999|0|1|1.0
VALE3|1.015|2021-03-10|0|-0.0250530340314963|1|1|1.0
VALE3|1.015|2021-03-11|0|-0.0111111076993465|1|1|1.0
VALE3|1.015|2021-03-12|1|0.0149999999999999|0|1|0.0
VALE3|1.015|2021-03-15|0|-0.0232893703720521|0|1|0.0
VALE3|1.015|2021-03-16|1|0.0149999999999999|0|1|1.0
VALE3|1.015|2021-03-17|0|-0.0679631500299848|0|1|0.0
VALE3|1.015|2021-03-18|0|-0.0306971965325982|0|1|0.0
VALE3|1.015|2021-03-19|0|-0.0115483347299174|0|1|1.0
VALE3|1.015|2021-03-22|1|0.0149999999999999|0|1|1.0
VALE3|1.015|2021-03-23|1|0.0149999999999999|0|1|0.0
VALE3|1.015|2021-03-24|1|0.0149999999999999|0|1|1.0
VALE3|1.015|2021-03-25|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2021-03-26|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2021-03-29|1|0.0149999999999999|0|1|1.0
VALE3|1.015|2021-03-30|1|0.0149999999999999|0|1|1.0
VALE3|1.015|2021-03-31|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2021-04-01|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2021-04-05|0|-0.0077071267244505|1|1|1.0
VALE3|1.015|2021-04-06|1|0.0149999999999999|0|1|1.0
VALE3|1.015|2021-04-07|0|-0.0129597796684941|0|1|0.0
VALE3|1.015|2021-04-08|1|0.0149999999999999|0|1|0.0
VALE3|1.015|2021-04-09|1|0.0149999999999999|0|1|0.0
VALE3|1.015|2021-04-12|1|0.0149999999999999|0|1|1.0
VALE3|1.015|2021-04-13|1|0.0149999999999999|0|1|1.0
VALE3|1.015|2021-04-14|0|-0.0230075531255521|1|1|1.0
VALE3|1.015|2021-04-15|0|-0.0221833481911406|0|1|1.0
VALE3|1.015|2021-04-16|0|-0.0092660632295794|0|0|0.0
VALE3|1.015|2021-04-19|1|0.0149999999999999|0|0|0.0
VALE3|1.015|2021-04-20|1|0.0149999999999999|0|1|0.0
VALE3|1.015|2021-04-22|1|0.0149999999999999|0|1|1.0
VALE3|1.015|2021-04-23|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2021-04-26|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2021-04-27|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2021-04-28|0|-0.0186291081832308|1|1|1.0
VALE3|1.015|2021-04-29|1|0.0149999999999999|0|0|0.0
VALE3|1.015|2021-04-30|1|0.0149999999999999|0|1|0.0
VALE3|1.015|2021-05-03|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2021-05-04|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2021-05-05|1|0.0149999999999999|1|1|1.0
VALE3|1.015|2021-05-06|1|0.0149999999999999|1|1|1.0
