Exchange Date,Close,Open,Low,High,Volume,data_adicional,ibov_status
2022-01-03,57.767235,58.507841,57.767235,59.226228,18557200.0,0,1
2022-01-04,57.085878,58.144944,56.952569,58.559683,18178700.0,0,1
2022-01-05,57.62652,57.300653,57.122908,58.270847,22039000.0,0,1
2022-01-06,58.789271,58.241222,57.996823,59.507658,22044100.0,0,1
2022-01-07,62.210868,59.544688,59.092919,62.210868,35213100.0,0,1
2022-01-10,61.470263,61.092554,60.951839,62.410832,25056700.0,0,1
2022-01-11,62.64042,61.825753,61.699851,63.062565,28418800.0,0,1
2022-01-12,63.321777,64.054976,62.899632,64.121631,27335400.0,0,1
2022-01-13,62.358989,62.832977,61.988687,63.121813,23154200.0,0,1
2022-01-14,62.721886,62.003499,61.403608,62.899632,21183400.0,0,1
2022-01-17,62.39602,62.210868,62.210868,62.655232,9688500.0,0,1
2022-01-18,63.921667,62.64042,62.566359,64.343812,24080200.0,0,1
2022-01-19,65.328818,65.528781,65.084418,65.913896,29332500.0,0,1
2022-01-20,64.217909,65.765775,64.166067,65.891678,22748800.0,0,1
2022-01-21,62.884819,64.040164,62.462674,64.232722,32621000.0,0,1
2022-01-24,62.11459,61.988687,60.788906,62.181244,29040100.0,0,1
2022-01-25,62.255305,62.255305,61.507293,62.988504,22490500.0,0,1
2022-01-26,62.43305,63.618019,62.077559,64.106819,25806800.0,0,1
2022-01-27,62.573765,62.951474,61.670226,63.292153,20994900.0,0,1
2022-01-28,61.959062,63.381025,61.34436,63.951291,28453000.0,0,1
2022-01-31,59.892773,61.425826,59.892773,61.425826,31397700.0,0,1
2022-02-01,63.181062,60.359354,60.263076,63.195874,24131300.0,0,1
2022-02-02,63.536552,63.321777,62.744104,63.906855,17489000.0,0,1
2022-02-03,63.506928,63.914261,63.188468,64.269752,19179400.0,0,1
2022-02-04,65.158479,63.506928,63.358807,65.299194,24535400.0,0,1
2022-02-07,66.750781,65.284382,65.284382,66.832247,24915800.0,0,1
2022-02-08,67.683944,66.987774,66.284199,67.750598,26598600.0,0,1
2022-02-09,67.698756,66.654502,66.158296,67.987592,24815300.0,0,1
2022-02-10,69.520645,68.468985,68.157931,69.972415,47888900.0,0,1
2022-02-11,68.113495,69.142937,67.839471,69.172561,34555300.0,0,1
2022-02-14,67.817253,67.476574,67.261798,68.261616,22804400.0,0,1
2022-02-15,65.802805,65.928708,64.951109,66.610066,29624900.0,0,1
2022-02-16,66.284199,66.239763,65.987957,67.113677,20774700.0,0,1
2022-02-17,63.432868,65.802805,63.225498,65.913896,36259300.0,0,1
2022-02-18,63.566177,64.017946,63.269934,64.454903,22503500.0,0,1
2022-02-21,63.618019,64.136443,63.321777,65.165885,14561000.0,0,1
2022-02-22,64.721521,64.203097,63.543958,64.728927,23591200.0,0,1
2022-02-23,64.040164,65.239945,63.358807,65.425097,24413800.0,0,1
2022-02-24,64.832612,62.670044,62.010905,65.202915,37212500.0,0,1
2022-02-25,68.343083,64.077194,63.025535,68.439361,51028300.0,0,1
2022-03-02,73.801346,73.297734,71.883177,73.838376,42191500.0,0,1
2022-03-03,73.838376,74.208679,73.690255,74.993721,38621400.0,0,1
2022-03-04,75.519551,73.082958,72.668219,75.608423,30533200.0,0,1
2022-03-07,77.815428,77.348846,76.926701,78.43013,55305300.0,0,1
2022-03-08,74.401236,79.237391,73.853188,79.326263,53060200.0,0,1
2022-03-09,72.439494,73.67002,71.185896,73.67771,41051200.0,0,1
2022-03-10,74.831328,72.677908,72.354896,74.831328,33107000.0,0,1
2022-03-11,74.439098,74.931308,74.416026,75.685005,24321500.0,0,1
2022-03-14,70.447581,73.047066,70.178404,73.216263,37013000.0,0,1
2022-03-15,68.424905,68.440286,67.125162,68.894043,46984100.0,0,1
2022-03-16,70.086114,70.670614,68.686392,72.20108,37631000.0,0,1
2022-03-17,72.524093,71.447383,71.185896,73.047066,40577800.0,0,1
2022-03-18,73.900743,73.37777,72.139554,73.900743,45353600.0,0,1
2022-03-21,75.992636,74.8544,74.715966,76.469465,25310100.0,0,1
2022-03-22,74.292973,75.761913,73.977651,76.107998,29406700.0,0,1
2022-03-23,74.131467,74.985144,74.054559,76.092617,26235000.0,0,1
2022-03-24,74.531387,73.985342,73.300862,75.062051,23021400.0,0,1
2022-03-25,73.239336,75.138959,72.524093,75.600406,22409100.0,0,1
2022-03-28,73.323934,73.600803,71.993429,74.093013,16196200.0,0,1
2022-03-29,72.69329,73.323934,71.831922,73.570039,38182500.0,0,1
2022-03-30,73.731546,74.077631,73.270099,74.685203,21951600.0,0,1
2022-03-31,73.523895,74.154539,73.339316,74.516006,17875800.0,0,1
2022-04-01,74.569841,74.431407,73.885362,74.985144,22407600.0,0,1
2022-04-04,75.323538,74.423716,74.254519,75.561952,16849500.0,0,1
2022-04-05,73.147046,74.877473,72.924014,75.200486,25699300.0,0,1
2022-04-06,74.254519,73.316244,73.316244,74.385262,22553100.0,0,1
2022-04-07,74.700585,73.446987,73.170119,75.131269,19909600.0,0,1
2022-04-08,73.177809,74.323736,72.770198,74.908236,26820000.0,0,1
2022-04-11,72.293369,72.147244,71.462765,72.839415,16476200.0,0,1
2022-04-12,71.80885,73.139355,71.70887,73.531585,16757000.0,0,1
2022-04-13,71.831922,71.901139,71.378166,72.585619,23641400.0,0,1
2022-04-14,70.82443,71.762705,70.263002,72.293369,24666100.0,0,1
2022-04-18,69.65543,70.455272,69.224746,70.755212,14726000.0,0,1
2022-04-19,67.432794,68.978641,66.786768,68.978641,34425200.0,0,1
2022-04-20,65.679295,66.60988,64.910217,66.656025,29562400.0,0,1
2022-04-22,61.872357,64.025776,61.587798,64.141138,38655700.0,0,1
2022-04-25,60.81872,59.94197,59.634339,61.226331,38809700.0,0,1
2022-04-26,59.988115,60.81872,59.872753,61.003298,36808500.0,0,1
2022-04-27,63.195172,61.880048,61.641633,63.602783,49259100.0,0,1
2022-04-28,64.756401,65.387045,62.164607,65.794657,55847100.0,0,1
2022-04-29,64.05654,66.279176,64.05654,67.063636,47251100.0,0,1
2022-05-02,63.771981,63.956559,62.018482,63.987323,31393100.0,0,1
2022-05-03,63.448968,63.795053,63.210553,64.764092,27315000.0,0,1
2022-05-04,62.918304,63.010593,61.41091,63.202863,33876400.0,0,1
2022-05-05,61.780068,62.718343,60.81872,63.987323,30840400.0,0,1
2022-05-06,61.341693,60.911009,60.180385,62.218442,25138900.0,0,1
2022-05-09,58.826807,59.626648,58.511484,59.972733,36952900.0,0,1
2022-05-10,58.096182,58.657609,57.5809,59.172892,31822100.0,0,1
2022-05-11,60.518779,59.503596,59.311326,61.441673,33877400.0,0,1
2022-05-12,59.911207,59.25749,58.349978,59.911207,27665000.0,0,1
2022-05-13,59.84199,60.311128,59.834299,61.026371,25922500.0,0,1
2022-05-16,61.633943,60.511088,60.388036,62.018482,23786500.0,0,1
2022-05-17,61.372456,62.949067,60.649522,63.002902,29202500.0,0,1
2022-05-18,59.818918,60.534161,59.542049,60.949463,30529800.0,0,1
2022-05-19,61.41091,59.818918,59.580503,61.818521,29918400.0,0,1
2022-05-20,62.49531,63.072119,61.972337,63.418205,38204400.0,0,1
2022-05-23,63.771981,63.295152,63.27208,64.333408,27571600.0,0,1
2022-05-24,64.633348,62.925994,62.29535,64.671802,35091000.0,0,1
2022-05-25,64.833309,64.602585,64.148829,65.217848,24564500.0,0,1
2022-05-26,64.794855,64.725638,63.910415,65.102486,27348800.0,0,1
2022-05-27,65.9254,65.294756,65.14094,66.048453,19748100.0,0,1
2022-05-30,66.640643,66.356084,66.148433,67.225143,15828600.0,0,1
2022-05-31,66.302249,67.079018,65.379354,67.240524,41186400.0,0,1
2022-06-01,67.863478,66.286867,66.140742,68.27878,25988800.0,0,1
2022-06-02,69.140148,69.217056,68.447977,69.432398,24981700.0,0,1
