Exchange Date,Close,Open,Low,High,Volume,data_adicional,ibov_status
2022-05-10,17.345317,17.538621,17.22636,17.650142,39085966.091403,0,1
2022-05-11,17.925229,17.38249,17.375056,18.007011,62052973.794703,0,1
2022-05-12,18.20775,17.791403,17.791403,18.341576,59891694.010831,0,1
2022-05-13,18.423358,18.356445,18.215185,18.527445,28815267.118473,0,1
2022-05-16,18.616662,18.475402,18.304402,18.817401,30023836.997616,0,1
2022-05-17,18.780227,18.854575,18.743053,19.047879,30016026.998397,0,1
2022-05-18,18.512575,18.720749,18.467967,18.86201,41771615.822838,0,1
2022-05-19,18.453097,18.527445,18.356445,18.683575,24842507.515749,0,1
2022-05-20,18.683575,18.653836,18.475402,18.757923,41544355.845564,0,1
2022-05-23,19.166835,18.802531,18.795097,19.3304,42328985.767101,0,1
2022-05-24,19.456791,19.092487,18.995835,19.553443,43120985.687901,0,1
2022-05-25,19.107357,19.367574,19.077618,19.427052,31781636.821836,0,1
2022-05-26,19.34527,19.129661,19.122226,19.456791,38626826.137317,0,1
2022-05-27,19.449356,19.375009,19.233748,19.64266,26661467.333853,0,1
2022-05-30,19.270922,19.531139,19.270922,19.65753,19623338.037666,0,1
2022-05-31,19.449356,19.479095,19.34527,19.627791,72818452.718155,0,1
2022-06-01,19.179781,19.559211,19.179781,19.58153,31122076.887792,0,1
2022-06-02,19.261619,19.358336,18.964027,19.402975,19698138.030186,0,1
2022-06-03,19.083064,19.157462,19.030986,19.313698,21956987.804301,0,1
2022-06-06,19.016106,19.23186,19.016106,19.328577,14542658.545734,0,1
2022-06-07,19.016106,18.949148,18.87475,19.112823,23085697.69143,0,1
2022-06-08,18.651556,18.934268,18.547399,19.030986,32047286.795271,0,1
2022-06-09,18.331645,18.644116,18.242368,18.688755,42030885.796911,0,1
2022-06-10,17.929896,18.257247,17.751342,18.257247,38914036.108596,0,1
2022-06-13,17.714143,17.855499,17.43143,17.952216,36870236.312976,0,1
2022-06-14,17.595106,17.721582,17.45375,17.81086,21872287.812771,0,1
2022-06-15,17.669504,17.79598,17.565347,17.967095,46744825.325517,0,1
2022-06-17,17.44631,17.364472,17.052001,17.543027,49949235.005076,0,1
2022-06-20,18.205169,17.543027,17.543027,18.234928,48809415.119058,0,1
2022-06-21,18.011734,18.272127,17.922457,18.339085,36361816.363818,0,1
2022-06-22,17.877818,18.056373,17.721582,18.093572,40427305.957269,0,1
2022-06-23,17.468629,17.900137,17.379352,17.952216,29693287.030671,0,1
2022-06-24,17.43887,17.624865,17.334713,17.654624,29179697.08203,0,1
2022-06-27,17.543027,17.505828,17.43143,17.609985,25440797.45592,0,1
2022-06-28,17.349593,17.654624,17.126399,17.736462,38197826.180217,0,1
2022-06-29,17.171038,17.46119,17.111519,17.617425,33677596.63224,0,1
2022-06-30,16.866006,16.977603,16.761849,17.022242,40008975.999102,0,1
2022-07-01,17.013176,16.61856,16.558995,17.102523,38209046.179095,0,1
2022-07-04,16.849373,16.879155,16.760026,16.975948,9566589.043341,0,1
2022-07-05,16.968502,16.75258,16.536658,16.968502,31467806.853219,0,1
2022-07-06,16.812145,16.834482,16.640896,17.028067,30905046.909495,0,1
2022-07-07,17.050404,16.968502,16.916383,17.162088,44314705.568529,0,1
2022-07-08,17.057849,17.296108,16.961057,17.318445,24268967.573103,0,1
2022-07-11,16.782363,16.819591,16.626005,16.908938,18111058.188894,0,1
2022-07-12,16.745135,16.774917,16.462202,16.908938,21649977.835002,0,1
2022-07-13,16.678124,16.663233,16.596223,16.931274,37221796.27782,0,1
2022-07-14,16.491984,16.544104,16.112259,16.603668,53187744.681226,0,1
2022-07-15,16.789808,16.529212,16.395192,16.901492,34130686.586931,0,1
2022-07-18,17.013176,16.886601,16.737689,17.12486,22626007.737399,0,1
2022-07-19,17.586486,16.998285,16.998285,17.69817,38217846.178215,0,1
2022-07-20,17.363119,17.497139,17.303554,17.616269,32574846.742515,0,1
2022-07-21,17.504585,17.333336,17.087632,17.593932,23798167.620183,0,1
2022-07-22,17.318445,17.571595,17.19187,17.646051,24794437.520556,0,1
2022-07-25,17.571595,17.422683,17.266326,17.690725,35371706.462829,0,1
2022-07-26,17.474803,17.593932,17.363119,17.794963,23823687.617631,0,1
2022-07-27,17.534367,17.586486,17.422683,17.720507,26227737.377226,0,1
2022-07-28,17.646051,17.534367,17.340782,17.668388,25869687.413031,0,1
2022-07-29,17.586486,17.675833,17.474803,17.854528,32484976.751502,0,1
