ativo,target,janela,tecnica,data,target_real,target_pred,resultado_real
PETR4,1.01,60,RNA,2020-04-22,1,1,0.01
PETR4,1.01,60,Random Forest,2020-04-22,1,1,0.01
PETR4,1.01,60,SVC,2020-04-22,1,1,0.01
PETR4,1.01,60,RNA,2020-04-23,1,1,0.01
PETR4,1.01,60,Random Forest,2020-04-23,1,1,0.01
PETR4,1.01,60,SVC,2020-04-23,1,1,0.01
PETR4,1.01,60,RNA,2020-04-24,1,1,0.01
PETR4,1.01,60,Random Forest,2020-04-24,1,1,0.01
PETR4,1.01,60,SVC,2020-04-24,1,1,0.01
PETR4,1.01,60,RNA,2020-04-27,1,1,0.01
PETR4,1.01,60,Random Forest,2020-04-27,1,1,0.01
PETR4,1.01,60,SVC,2020-04-27,1,1,0.01
PETR4,1.01,60,RNA,2020-04-28,1,1,0.01
PETR4,1.01,60,Random Forest,2020-04-28,1,1,0.01
PETR4,1.01,60,SVC,2020-04-28,1,1,0.01
PETR4,1.01,60,RNA,2020-04-29,1,1,0.01
PETR4,1.01,60,Random Forest,2020-04-29,1,1,0.01
PETR4,1.01,60,SVC,2020-04-29,1,1,0.01
PETR4,1.01,60,RNA,2020-04-30,1,1,0.01
PETR4,1.01,60,Random Forest,2020-04-30,1,1,0.01
PETR4,1.01,60,SVC,2020-04-30,1,1,0.01
PETR4,1.01,60,RNA,2020-05-04,1,1,0.01
PETR4,1.01,60,Random Forest,2020-05-04,1,1,0.01
PETR4,1.01,60,SVC,2020-05-04,1,1,0.01
PETR4,1.01,60,RNA,2020-05-05,1,1,0.01
PETR4,1.01,60,Random Forest,2020-05-05,1,1,0.01
PETR4,1.01,60,SVC,2020-05-05,1,1,0.01
PETR4,1.01,60,RNA,2020-05-06,1,1,0.01
PETR4,1.01,60,Random Forest,2020-05-06,1,1,0.01
PETR4,1.01,60,SVC,2020-05-06,1,1,0.01
PETR4,1.01,60,RNA,2020-05-07,1,1,0.01
PETR4,1.01,60,Random Forest,2020-05-07,1,1,0.01
PETR4,1.01,60,SVC,2020-05-07,1,1,0.01
PETR4,1.01,60,RNA,2020-05-08,1,1,0.01
PETR4,1.01,60,Random Forest,2020-05-08,1,1,0.01
PETR4,1.01,60,SVC,2020-05-08,1,1,0.01
PETR4,1.01,60,RNA,2020-05-11,1,1,0.01
PETR4,1.01,60,Random Forest,2020-05-11,1,1,0.01
PETR4,1.01,60,SVC,2020-05-11,1,1,0.01
PETR4,1.01,60,RNA,2020-05-12,1,1,0.01
PETR4,1.01,60,Random Forest,2020-05-12,1,1,0.01
PETR4,1.01,60,SVC,2020-05-12,1,1,0.01
PETR4,1.01,60,RNA,2020-05-13,1,1,0.01
PETR4,1.01,60,Random Forest,2020-05-13,1,1,0.01
PETR4,1.01,60,SVC,2020-05-13,1,1,0.01
PETR4,1.01,60,RNA,2020-05-14,1,1,0.01
PETR4,1.01,60,Random Forest,2020-05-14,1,1,0.01
PETR4,1.01,60,SVC,2020-05-14,1,1,0.01
PETR4,1.01,60,RNA,2020-05-15,1,1,0.01
PETR4,1.01,60,Random Forest,2020-05-15,1,1,0.01
PETR4,1.01,60,SVC,2020-05-15,1,1,0.01
PETR4,1.01,60,RNA,2020-05-18,1,1,0.01
PETR4,1.01,60,Random Forest,2020-05-18,1,1,0.01
PETR4,1.01,60,SVC,2020-05-18,1,1,0.01
PETR4,1.01,60,RNA,2020-05-19,1,1,0.01
PETR4,1.01,60,Random Forest,2020-05-19,1,1,0.01
PETR4,1.01,60,SVC,2020-05-19,1,1,0.01
PETR4,1.01,60,RNA,2020-05-20,1,1,0.01
PETR4,1.01,60,Random Forest,2020-05-20,1,1,0.01
PETR4,1.01,60,SVC,2020-05-20,1,1,0.01
PETR4,1.01,60,RNA,2020-05-21,1,1,0.01
PETR4,1.01,60,Random Forest,2020-05-21,1,1,0.01
PETR4,1.01,60,SVC,2020-05-21,1,1,0.01
PETR4,1.01,60,RNA,2020-05-22,1,1,0.01
PETR4,1.01,60,Random Forest,2020-05-22,1,1,0.01
PETR4,1.01,60,SVC,2020-05-22,1,1,0.01
PETR4,1.01,60,RNA,2020-05-25,1,1,0.01
PETR4,1.01,60,Random Forest,2020-05-25,1,1,0.01
PETR4,1.01,60,SVC,2020-05-25,1,1,0.01
PETR4,1.01,60,RNA,2020-05-26,1,1,0.01
PETR4,1.01,60,Random Forest,2020-05-26,1,1,0.01
PETR4,1.01,60,SVC,2020-05-26,1,1,0.01
PETR4,1.01,60,RNA,2020-05-27,1,1,0.01
PETR4,1.01,60,Random Forest,2020-05-27,1,1,0.01
PETR4,1.01,60,SVC,2020-05-27,1,1,0.01
PETR4,1.01,60,RNA,2020-05-28,1,1,0.01
PETR4,1.01,60,Random Forest,2020-05-28,1,1,0.01
PETR4,1.01,60,SVC,2020-05-28,1,1,0.01
PETR4,1.01,60,RNA,2020-05-29,1,1,0.01
PETR4,1.01,60,Random Forest,2020-05-29,1,1,0.01
PETR4,1.01,60,SVC,2020-05-29,1,1,0.01
PETR4,1.01,60,RNA,2020-06-01,1,1,0.01
PETR4,1.01,60,Random Forest,2020-06-01,1,1,0.01
PETR4,1.01,60,SVC,2020-06-01,1,1,0.01
PETR4,1.01,60,RNA,2020-06-02,1,1,0.01
PETR4,1.01,60,Random Forest,2020-06-02,1,1,0.01
PETR4,1.01,60,SVC,2020-06-02,1,1,0.01
PETR4,1.01,60,RNA,2020-06-03,1,1,0.01
PETR4,1.01,60,Random Forest,2020-06-03,1,1,0.01
PETR4,1.01,60,SVC,2020-06-03,1,1,0.01
PETR4,1.01,60,RNA,2020-06-04,1,1,0.01
PETR4,1.01,60,Random Forest,2020-06-04,1,1,0.01
PETR4,1.01,60,SVC,2020-06-04,1,1,0.01
PETR4,1.01,60,RNA,2020-06-05,0,1,-0.0864745645982563
PETR4,1.01,60,Random Forest,2020-06-05,0,1,-0.0864745645982563
PETR4,1.01,60,SVC,2020-06-05,0,1,-0.0864745645982563
PETR4,1.01,60,RNA,2020-06-08,0,1,-0.0603721659282762
PETR4,1.01,60,Random Forest,2020-06-08,0,1,-0.0603721659282762
PETR4,1.01,60,SVC,2020-06-08,0,1,-0.0603721659282762
PETR4,1.01,60,RNA,2020-06-09,0,1,-0.0237551860048348
PETR4,1.01,60,Random Forest,2020-06-09,0,1,-0.0237551860048348
