Exchange Date,Close,Open,Low,High,Volume
16-mar.-2021,"6,92256","7,026636","6,907692","7,041504",43116200.0
17-mar.-2021,"7,160448","6,880929","6,872008","7,175317",77629300.0
18-mar.-2021,"6,910665","7,100976","6,860114","7,106924",76651800.0
19-mar.-2021,"7,13666","6,919586","6,892824","7,148554",89619900.0
22-mar.-2021,"6,993926","7,044478","6,907692","7,07124",43730900.0
23-mar.-2021,"6,779827","6,88985","6,779827","7,026636",56425900.0
24-mar.-2021,"6,785774","6,895797","6,785774","6,999874",62209500.0
25-mar.-2021,"6,898771","6,750091","6,589516","6,928507",78839800.0
26-mar.-2021,"6,976085","6,982032","6,872008","7,100976",60631800.0
29-mar.-2021,"7,086108","6,940401","6,92256","7,086108",49670900.0
30-mar.-2021,"7,086108","7,02961","7,008794","7,133686",40703300.0
31-mar.-2021,"7,166396","7,077187","7,07124","7,205053",68266700.0
1-abr.-2021,"7,10395","7,222894","7,07124","7,25263",46754100.0
5-abr.-2021,"7,148554","7,175317","7,041504","7,196132",40178900.0
6-abr.-2021,"7,142607","7,190185","7,109897","7,246683",45508400.0
7-abr.-2021,"7,13666","7,118818","7,115844","7,237762",55068500.0
8-abr.-2021,"7,047451","7,130712","6,949322","7,148554",62739100.0
9-abr.-2021,"7,032583","6,987979","6,949322","7,07124",46820500.0
12-abr.-2021,"7,10395","7,124765","7,07124","7,246683",50143300.0
13-abr.-2021,"7,127739","7,130712","7,044478","7,169369",52780600.0
14-abr.-2021,"7,240736","7,196132","7,130712","7,309129",90286200.0
15-abr.-2021,"7,095523","7,282976","7,074012","7,322924",63513500.0
16-abr.-2021,"7,052502","7,107815","7,00948","7,141618",59150700.0
19-abr.-2021,"7,461209","7,052502","6,997188","7,648661",194997500.0
20-abr.-2021,"7,319851","7,476574","7,301413","7,556471",93935900.0
22-abr.-2021,"7,286048","7,418187","7,267611","7,433552",46186100.0
23-abr.-2021,"7,279903","7,338289","7,224589","7,356727",59817700.0
26-abr.-2021,"7,307559","7,32907","7,255319","7,39053",33017500.0
27-abr.-2021,"7,098596","7,319851","7,098596","7,427406",75803200.0
28-abr.-2021,"7,356727","7,190786","7,178494","7,402822",65861100.0
29-abr.-2021,"7,258392","7,412041","7,196932","7,464282",49200500.0
30-abr.-2021,"7,258392","7,190786","7,15391","7,353654",60379700.0
3-mai.-2021,"7,200005","7,313705","7,160056","7,316778",47970600.0
4-mai.-2021,"7,034064","7,233808","7,030991","7,264538",43705000.0
5-mai.-2021,"7,322924","7,120107","7,104742","7,3598",75377300.0
6-mai.-2021,"7,221516","7,286048","7,190786","7,32907",53646000.0
7-mai.-2021,"7,491939","7,264538","7,209224","7,513449",73691000.0
10-mai.-2021,"7,590274","7,621004","7,553398","7,676318",73594200.0
11-mai.-2021,"7,728558","7,510376","7,473501","7,734704",73355200.0
12-mai.-2021,"7,614858","7,667099","7,587201","7,845332",89346200.0
13-mai.-2021,"7,679391","7,608712","7,507303","7,713193",76723900.0
14-mai.-2021,"8,075806","7,928302","7,851478","8,106536",195808600.0
17-mai.-2021,"8,192579","8,081952","8,051222","8,192579",82937500.0
