ativo,target,data,melhor_precision,valor_melhor_precision,concordancia_valor
PETR4,1.02,2020-06-04,RandomForest_75,1.0,1.0
PETR4,1.015,2020-06-04,RandomForest_90,1.0,1.0
PETR4,1.01,2020-06-04,RandomForest_75,1.0,1.0
PETR4,1.02,2020-06-05,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.015,2020-06-05,"RandomForest_60, RandomForest_75, RandomForest_90","1.0, 1.0, 1.0",1.0
PETR4,1.01,2020-06-05,RandomForest_60,1.0,1.0
PETR4,1.02,2020-06-08,"RandomForest_60, RandomForest_75, RandomForest_90","1.0, 1.0, 1.0",1.0
PETR4,1.015,2020-06-08,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.01,2020-06-08,RandomForest_60,1.0,1.0
PETR4,1.02,2020-06-09,"RandomForest_60, RandomForest_75, RandomForest_90","1.0, 1.0, 1.0",1.0
PETR4,1.015,2020-06-09,RandomForest_75,1.0,1.0
PETR4,1.01,2020-06-09,RandomForest_90,1.0,1.0
PETR4,1.02,2020-06-10,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.01,2020-06-10,RandomForest_60,1.0,1.0
PETR4,1.015,2020-06-10,RandomForest_90,1.0,1.0
PETR4,1.01,2020-06-12,RandomForest_60,1.0,1.0
PETR4,1.02,2020-06-12,"RandomForest_60, RandomForest_75, RandomForest_90","1.0, 1.0, 1.0",1.0
PETR4,1.015,2020-06-12,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.01,2020-06-15,RandomForest_90,1.0,1.0
PETR4,1.02,2020-06-15,"RandomForest_60, RandomForest_75, RandomForest_90","1.0, 1.0, 1.0",1.0
PETR4,1.015,2020-06-15,RandomForest_60,1.0,1.0
PETR4,1.01,2020-06-16,RandomForest_60,1.0,1.0
PETR4,1.02,2020-06-16,RandomForest_75,1.0,1.0
PETR4,1.015,2020-06-16,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.01,2020-06-17,RandomForest_60,1.0,1.0
PETR4,1.02,2020-06-17,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.015,2020-06-17,"RandomForest_60, RandomForest_75, RandomForest_90","1.0, 1.0, 1.0",1.0
PETR4,1.02,2020-06-18,"RandomForest_60, RandomForest_75, RandomForest_90","1.0, 0.0, 1.0",0.0
PETR4,1.015,2020-06-18,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.01,2020-06-18,RandomForest_60,1.0,1.0
PETR4,1.015,2020-06-19,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.01,2020-06-19,RandomForest_90,1.0,1.0
PETR4,1.02,2020-06-19,"RandomForest_60, RandomForest_75, RandomForest_90","1.0, 1.0, 1.0",1.0
PETR4,1.015,2020-06-22,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.01,2020-06-22,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.02,2020-06-22,"RandomForest_60, RandomForest_75, RandomForest_90","1.0, 1.0, 1.0",1.0
PETR4,1.015,2020-06-23,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.01,2020-06-23,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.02,2020-06-23,"RandomForest_60, RandomForest_75, RandomForest_90","1.0, 1.0, 1.0",1.0
PETR4,1.015,2020-06-24,RandomForest_60,1.0,1.0
PETR4,1.01,2020-06-24,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.02,2020-06-24,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.01,2020-06-25,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.02,2020-06-25,"RandomForest_60, RandomForest_75, RandomForest_90","1.0, 1.0, 1.0",1.0
PETR4,1.015,2020-06-25,RandomForest_75,1.0,1.0
PETR4,1.02,2020-06-26,"RNA_60, RandomForest_60, RandomForest_75, RandomForest_90","1.0, 1.0, 1.0, 1.0",1.0
PETR4,1.01,2020-06-26,RandomForest_90,1.0,1.0
PETR4,1.015,2020-06-26,RandomForest_75,1.0,1.0
PETR4,1.02,2020-06-29,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.01,2020-06-29,RandomForest_75,1.0,1.0
PETR4,1.015,2020-06-29,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.01,2020-06-30,RandomForest_75,1.0,1.0
PETR4,1.015,2020-06-30,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.02,2020-06-30,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.015,2020-07-01,"RandomForest_60, RandomForest_75, RandomForest_90","1.0, 1.0, 1.0",1.0
PETR4,1.02,2020-07-01,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.01,2020-07-01,RandomForest_75,1.0,1.0
PETR4,1.015,2020-07-02,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.02,2020-07-02,RandomForest_60,1.0,1.0
PETR4,1.01,2020-07-02,RandomForest_75,1.0,1.0
PETR4,1.015,2020-07-03,"RandomForest_60, RandomForest_75, RandomForest_90","1.0, 0.0, 1.0",0.0
PETR4,1.01,2020-07-03,RandomForest_90,1.0,1.0
PETR4,1.02,2020-07-03,"RandomForest_60, SVC_60","1.0, 1.0",1.0
PETR4,1.01,2020-07-06,RandomForest_75,1.0,1.0
PETR4,1.02,2020-07-06,"RandomForest_60, RandomForest_75, SVC_60","1.0, 1.0, 1.0",1.0
PETR4,1.015,2020-07-06,"RandomForest_60, RandomForest_75, RandomForest_90","1.0, 1.0, 1.0",1.0
PETR4,1.01,2020-07-07,RandomForest_90,1.0,1.0
PETR4,1.02,2020-07-07,RandomForest_60,0.0,0.0
PETR4,1.015,2020-07-07,"RandomForest_60, RandomForest_75","0.0, 1.0",0.0
PETR4,1.01,2020-07-08,RandomForest_90,1.0,1.0
PETR4,1.02,2020-07-08,RandomForest_60,1.0,1.0
PETR4,1.015,2020-07-08,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.01,2020-07-09,RandomForest_60,1.0,1.0
PETR4,1.02,2020-07-09,"RNA_60, RandomForest_60","1.0, 1.0",1.0
PETR4,1.015,2020-07-09,RandomForest_75,1.0,1.0
PETR4,1.01,2020-07-10,RandomForest_75,1.0,1.0
PETR4,1.015,2020-07-10,"RandomForest_60, RandomForest_75, RandomForest_90","1.0, 1.0, 1.0",1.0
PETR4,1.02,2020-07-10,"RandomForest_60, RandomForest_90","1.0, 0.0",0.0
PETR4,1.015,2020-07-13,"RandomForest_60, RandomForest_75","1.0, 0.0",0.0
PETR4,1.01,2020-07-13,RandomForest_75,0.0,0.0
PETR4,1.02,2020-07-13,"RandomForest_60, RandomForest_90","0.0, 1.0",0.0
PETR4,1.015,2020-07-14,RandomForest_75,1.0,1.0
PETR4,1.01,2020-07-14,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.02,2020-07-14,RandomForest_90,1.0,1.0
PETR4,1.015,2020-07-15,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.01,2020-07-15,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.02,2020-07-15,RandomForest_90,1.0,1.0
PETR4,1.015,2020-07-16,"RandomForest_60, RandomForest_75, RandomForest_90","0.0, 0.0, 1.0",0.0
PETR4,1.01,2020-07-16,"RandomForest_60, RandomForest_90","0.0, 1.0",0.0
PETR4,1.02,2020-07-16,"RandomForest_60, RandomForest_90","0.0, 1.0",0.0
PETR4,1.01,2020-07-17,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.02,2020-07-17,RandomForest_90,1.0,1.0
PETR4,1.015,2020-07-17,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.02,2020-07-20,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.015,2020-07-20,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.01,2020-07-20,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.02,2020-07-21,RandomForest_60,1.0,1.0
PETR4,1.015,2020-07-21,"RandomForest_60, RandomForest_75, RandomForest_90","1.0, 1.0, 1.0",1.0
PETR4,1.01,2020-07-21,RandomForest_75,1.0,1.0
PETR4,1.02,2020-07-22,"RandomForest_60, RandomForest_90","0.0, 0.0",0.0
PETR4,1.015,2020-07-22,RandomForest_60,1.0,1.0
PETR4,1.01,2020-07-22,RandomForest_90,1.0,1.0
PETR4,1.02,2020-07-23,RandomForest_75,0.0,0.0
PETR4,1.015,2020-07-23,"RandomForest_60, RandomForest_75, RandomForest_90","1.0, 1.0, 1.0",1.0
PETR4,1.01,2020-07-23,RandomForest_60,1.0,1.0
PETR4,1.02,2020-07-24,RandomForest_90,0.0,0.0
PETR4,1.01,2020-07-24,RandomForest_90,0.0,0.0
PETR4,1.015,2020-07-24,"RandomForest_60, RandomForest_90","1.0, 0.0",0.0
PETR4,1.01,2020-07-27,RandomForest_90,1.0,1.0
PETR4,1.015,2020-07-27,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.02,2020-07-27,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.01,2020-07-28,RandomForest_90,1.0,1.0
PETR4,1.015,2020-07-28,RandomForest_60,0.0,0.0
PETR4,1.02,2020-07-28,"RandomForest_60, RandomForest_75, RandomForest_90","0.0, 0.0, 0.0",0.0
PETR4,1.015,2020-07-29,RandomForest_60,1.0,1.0
PETR4,1.02,2020-07-29,"RandomForest_60, RandomForest_75","0.0, 0.0",0.0
PETR4,1.01,2020-07-29,RandomForest_60,1.0,1.0
PETR4,1.02,2020-07-30,RandomForest_75,0.0,0.0
PETR4,1.01,2020-07-30,RandomForest_60,0.0,0.0
PETR4,1.015,2020-07-30,RandomForest_90,0.0,0.0
PETR4,1.02,2020-07-31,RandomForest_90,0.0,0.0
PETR4,1.01,2020-07-31,RandomForest_90,0.0,0.0
PETR4,1.015,2020-07-31,RandomForest_90,0.0,0.0
PETR4,1.02,2020-08-03,RandomForest_90,0.0,0.0
PETR4,1.015,2020-08-03,RandomForest_90,1.0,1.0
PETR4,1.01,2020-08-03,RandomForest_90,1.0,1.0
PETR4,1.015,2020-08-04,RandomForest_90,1.0,1.0
PETR4,1.01,2020-08-04,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.02,2020-08-04,RandomForest_90,1.0,1.0
PETR4,1.015,2020-08-05,RandomForest_75,1.0,1.0
PETR4,1.01,2020-08-05,RandomForest_60,1.0,1.0
PETR4,1.02,2020-08-05,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.015,2020-08-06,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.01,2020-08-06,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.02,2020-08-06,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.015,2020-08-07,RandomForest_75,1.0,1.0
PETR4,1.01,2020-08-07,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.02,2020-08-07,"RandomForest_60, RandomForest_90","0.0, 0.0",0.0
PETR4,1.015,2020-08-10,RandomForest_60,1.0,1.0
PETR4,1.02,2020-08-10,RandomForest_60,1.0,1.0
PETR4,1.01,2020-08-10,RandomForest_90,1.0,1.0
PETR4,1.02,2020-08-11,RandomForest_60,0.0,0.0
PETR4,1.015,2020-08-11,RandomForest_60,1.0,1.0
PETR4,1.01,2020-08-11,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.02,2020-08-12,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.015,2020-08-12,RandomForest_60,1.0,1.0
PETR4,1.01,2020-08-12,RandomForest_60,1.0,1.0
PETR4,1.02,2020-08-13,"RandomForest_60, RandomForest_75","0.0, 0.0",0.0
PETR4,1.015,2020-08-13,RandomForest_75,1.0,1.0
PETR4,1.01,2020-08-13,RandomForest_90,1.0,1.0
PETR4,1.02,2020-08-14,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.015,2020-08-14,"RandomForest_60, RandomForest_75, RandomForest_90","1.0, 1.0, 1.0",1.0
PETR4,1.01,2020-08-14,RandomForest_75,1.0,1.0
PETR4,1.015,2020-08-17,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.01,2020-08-17,RandomForest_60,1.0,1.0
PETR4,1.02,2020-08-17,RandomForest_90,1.0,1.0
PETR4,1.01,2020-08-18,RandomForest_60,1.0,1.0
PETR4,1.02,2020-08-18,RandomForest_60,1.0,1.0
PETR4,1.015,2020-08-18,RandomForest_75,1.0,1.0
PETR4,1.01,2020-08-19,RandomForest_90,1.0,1.0
PETR4,1.02,2020-08-19,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.015,2020-08-19,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.01,2020-08-20,RandomForest_60,1.0,1.0
PETR4,1.02,2020-08-20,RandomForest_90,1.0,1.0
PETR4,1.015,2020-08-20,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.01,2020-08-21,RandomForest_90,1.0,1.0
PETR4,1.02,2020-08-21,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.015,2020-08-21,RandomForest_75,1.0,1.0
PETR4,1.02,2020-08-24,RandomForest_90,1.0,1.0
PETR4,1.015,2020-08-24,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.01,2020-08-24,RandomForest_60,1.0,1.0
PETR4,1.015,2020-08-25,RandomForest_90,1.0,1.0
PETR4,1.02,2020-08-25,RandomForest_75,1.0,1.0
PETR4,1.01,2020-08-25,RandomForest_75,1.0,1.0
PETR4,1.015,2020-08-26,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.02,2020-08-26,"RandomForest_60, RandomForest_90","0.0, 1.0",0.0
PETR4,1.01,2020-08-26,RandomForest_60,1.0,1.0
PETR4,1.02,2020-08-27,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.01,2020-08-27,RandomForest_90,1.0,1.0
PETR4,1.015,2020-08-27,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.01,2020-08-28,RandomForest_60,1.0,1.0
PETR4,1.015,2020-08-28,RandomForest_75,1.0,1.0
PETR4,1.02,2020-08-28,RandomForest_90,1.0,1.0
PETR4,1.01,2020-08-31,RandomForest_75,1.0,1.0
PETR4,1.015,2020-08-31,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.02,2020-08-31,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.01,2020-09-01,"RandomForest_60, RandomForest_75, RandomForest_90","1.0, 1.0, 1.0",1.0
PETR4,1.02,2020-09-01,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.015,2020-09-01,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.02,2020-09-02,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.015,2020-09-02,RandomForest_75,1.0,1.0
PETR4,1.01,2020-09-02,RandomForest_75,1.0,1.0
PETR4,1.02,2020-09-03,RandomForest_90,1.0,1.0
PETR4,1.015,2020-09-03,RandomForest_75,1.0,1.0
PETR4,1.01,2020-09-03,RandomForest_90,1.0,1.0
PETR4,1.02,2020-09-04,"RandomForest_75, RandomForest_90","1.0, 0.0",0.0
PETR4,1.015,2020-09-04,RandomForest_90,1.0,1.0
PETR4,1.01,2020-09-04,RandomForest_60,1.0,1.0
PETR4,1.02,2020-09-08,RandomForest_60,1.0,1.0
PETR4,1.015,2020-09-08,RandomForest_60,1.0,1.0
PETR4,1.01,2020-09-08,RandomForest_75,1.0,1.0
PETR4,1.02,2020-09-09,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.01,2020-09-09,RandomForest_75,1.0,1.0
PETR4,1.015,2020-09-09,RandomForest_90,1.0,1.0
PETR4,1.01,2020-09-10,RandomForest_90,1.0,1.0
PETR4,1.02,2020-09-10,RandomForest_60,0.0,0.0
PETR4,1.015,2020-09-10,RandomForest_60,0.0,0.0
PETR4,1.01,2020-09-11,RandomForest_75,1.0,1.0
PETR4,1.02,2020-09-11,RandomForest_60,0.0,0.0
PETR4,1.015,2020-09-11,RandomForest_90,0.0,0.0
PETR4,1.01,2020-09-14,RandomForest_90,1.0,1.0
PETR4,1.02,2020-09-14,RandomForest_60,1.0,1.0
PETR4,1.015,2020-09-14,RandomForest_60,1.0,1.0
PETR4,1.01,2020-09-15,RandomForest_60,1.0,1.0
PETR4,1.02,2020-09-15,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.015,2020-09-15,RandomForest_90,1.0,1.0
PETR4,1.02,2020-09-16,"RandomForest_60, RandomForest_75, RandomForest_90","0.0, 1.0, 1.0",0.0
PETR4,1.015,2020-09-16,RandomForest_90,1.0,1.0
PETR4,1.01,2020-09-16,RandomForest_90,1.0,1.0
PETR4,1.015,2020-09-17,RandomForest_90,1.0,1.0
PETR4,1.01,2020-09-17,RandomForest_75,1.0,1.0
PETR4,1.02,2020-09-17,RandomForest_60,1.0,1.0
PETR4,1.015,2020-09-18,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.01,2020-09-18,RandomForest_90,1.0,1.0
PETR4,1.02,2020-09-18,RandomForest_90,1.0,1.0
PETR4,1.015,2020-09-21,RandomForest_60,1.0,1.0
PETR4,1.01,2020-09-21,RandomForest_90,1.0,1.0
PETR4,1.02,2020-09-21,RandomForest_75,1.0,1.0
PETR4,1.015,2020-09-22,RandomForest_75,0.0,0.0
PETR4,1.01,2020-09-22,RandomForest_60,1.0,1.0
PETR4,1.02,2020-09-22,RandomForest_75,1.0,1.0
PETR4,1.015,2020-09-23,RandomForest_75,1.0,1.0
PETR4,1.02,2020-09-23,RandomForest_75,0.0,0.0
PETR4,1.01,2020-09-23,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.02,2020-09-24,RandomForest_90,0.0,0.0
PETR4,1.01,2020-09-24,RandomForest_75,0.0,0.0
PETR4,1.015,2020-09-24,RandomForest_75,0.0,0.0
PETR4,1.02,2020-09-25,"RandomForest_60, RandomForest_90","0.0, 0.0",0.0
PETR4,1.01,2020-09-25,RandomForest_90,1.0,1.0
PETR4,1.015,2020-09-25,RandomForest_90,1.0,1.0
PETR4,1.01,2020-09-28,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.015,2020-09-28,RandomForest_90,1.0,1.0
PETR4,1.02,2020-09-28,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.015,2020-09-29,RandomForest_90,1.0,1.0
PETR4,1.02,2020-09-29,"RandomForest_75, RandomForest_90","0.0, 1.0",0.0
PETR4,1.01,2020-09-29,RandomForest_60,1.0,1.0
PETR4,1.015,2020-09-30,RandomForest_90,1.0,1.0
PETR4,1.02,2020-09-30,RandomForest_90,1.0,1.0
PETR4,1.01,2020-09-30,RandomForest_60,1.0,1.0
PETR4,1.015,2020-10-01,RandomForest_90,1.0,1.0
PETR4,1.01,2020-10-01,RandomForest_90,1.0,1.0
PETR4,1.02,2020-10-01,RandomForest_90,1.0,1.0
PETR4,1.01,2020-10-02,RandomForest_60,1.0,1.0
PETR4,1.02,2020-10-02,RandomForest_90,1.0,1.0
PETR4,1.015,2020-10-02,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.01,2020-10-05,RandomForest_90,1.0,1.0
PETR4,1.02,2020-10-05,RandomForest_90,1.0,1.0
PETR4,1.015,2020-10-05,RandomForest_75,1.0,1.0
PETR4,1.01,2020-10-06,RandomForest_90,1.0,1.0
PETR4,1.02,2020-10-06,RandomForest_75,1.0,1.0
PETR4,1.015,2020-10-06,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.01,2020-10-07,RandomForest_75,1.0,1.0
PETR4,1.02,2020-10-07,RandomForest_75,0.0,0.0
PETR4,1.015,2020-10-07,RandomForest_75,0.0,0.0
PETR4,1.01,2020-10-08,RandomForest_75,1.0,1.0
PETR4,1.015,2020-10-08,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.02,2020-10-08,RandomForest_60,1.0,1.0
PETR4,1.015,2020-10-09,"RandomForest_75, RandomForest_90","1.0, 1.0",1.0
PETR4,1.01,2020-10-09,RandomForest_75,1.0,1.0
PETR4,1.02,2020-10-09,RandomForest_75,1.0,1.0
PETR4,1.015,2020-10-13,RandomForest_90,1.0,1.0
PETR4,1.01,2020-10-13,RandomForest_75,1.0,1.0
PETR4,1.02,2020-10-13,RandomForest_75,1.0,1.0
PETR4,1.015,2020-10-14,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.01,2020-10-14,RandomForest_75,1.0,1.0
PETR4,1.02,2020-10-14,RandomForest_60,1.0,1.0
PETR4,1.015,2020-10-15,RandomForest_60,1.0,1.0
PETR4,1.01,2020-10-15,RandomForest_75,1.0,1.0
PETR4,1.02,2020-10-15,RandomForest_90,1.0,1.0
PETR4,1.01,2020-10-16,RandomForest_75,1.0,1.0
PETR4,1.02,2020-10-16,RandomForest_60,1.0,1.0
PETR4,1.015,2020-10-16,RandomForest_60,1.0,1.0
PETR4,1.02,2020-10-19,RandomForest_90,1.0,1.0
PETR4,1.015,2020-10-19,RandomForest_60,1.0,1.0
PETR4,1.01,2020-10-19,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.02,2020-10-20,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.015,2020-10-20,RandomForest_75,1.0,1.0
PETR4,1.01,2020-10-20,RandomForest_60,1.0,1.0
PETR4,1.02,2020-10-21,"RandomForest_60, RandomForest_90","1.0, 0.0",0.0
PETR4,1.015,2020-10-21,RandomForest_60,1.0,1.0
PETR4,1.01,2020-10-21,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.02,2020-10-22,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.015,2020-10-22,RandomForest_75,1.0,1.0
PETR4,1.01,2020-10-22,RandomForest_60,1.0,1.0
PETR4,1.015,2020-10-23,RandomForest_60,1.0,1.0
PETR4,1.01,2020-10-23,RandomForest_60,1.0,1.0
PETR4,1.02,2020-10-23,RandomForest_90,0.0,0.0
PETR4,1.01,2020-10-26,RandomForest_60,1.0,1.0
PETR4,1.015,2020-10-26,RandomForest_60,1.0,1.0
PETR4,1.02,2020-10-26,RandomForest_90,0.0,0.0
PETR4,1.01,2020-10-27,RandomForest_90,1.0,1.0
PETR4,1.015,2020-10-27,RandomForest_75,0.0,0.0
PETR4,1.02,2020-10-27,RandomForest_90,0.0,0.0
PETR4,1.015,2020-10-28,RandomForest_60,1.0,1.0
PETR4,1.02,2020-10-28,RandomForest_60,1.0,1.0
PETR4,1.01,2020-10-28,RandomForest_60,1.0,1.0
PETR4,1.02,2020-10-29,RandomForest_75,1.0,1.0
PETR4,1.01,2020-10-29,RandomForest_60,1.0,1.0
PETR4,1.015,2020-10-29,RandomForest_75,1.0,1.0
PETR4,1.02,2020-10-30,RandomForest_90,1.0,1.0
PETR4,1.01,2020-10-30,RandomForest_60,1.0,1.0
PETR4,1.015,2020-10-30,RandomForest_60,1.0,1.0
PETR4,1.02,2020-11-03,RandomForest_90,1.0,1.0
PETR4,1.015,2020-11-03,RandomForest_75,1.0,1.0
PETR4,1.01,2020-11-03,RandomForest_60,1.0,1.0
PETR4,1.015,2020-11-04,RandomForest_60,1.0,1.0
PETR4,1.01,2020-11-04,RandomForest_60,1.0,1.0
PETR4,1.02,2020-11-04,RandomForest_75,1.0,1.0
PETR4,1.015,2020-11-05,RandomForest_60,1.0,1.0
PETR4,1.01,2020-11-05,RandomForest_60,1.0,1.0
PETR4,1.02,2020-11-05,RandomForest_75,1.0,1.0
PETR4,1.015,2020-11-06,RandomForest_90,1.0,1.0
PETR4,1.01,2020-11-06,RandomForest_60,1.0,1.0
PETR4,1.02,2020-11-06,RandomForest_90,1.0,1.0
PETR4,1.015,2020-11-09,RandomForest_75,1.0,1.0
PETR4,1.01,2020-11-09,RandomForest_75,1.0,1.0
PETR4,1.02,2020-11-09,RandomForest_75,1.0,1.0
PETR4,1.015,2020-11-10,RandomForest_75,1.0,1.0
PETR4,1.02,2020-11-10,RandomForest_90,1.0,1.0
PETR4,1.01,2020-11-10,RandomForest_60,1.0,1.0
PETR4,1.02,2020-11-11,"RandomForest_75, RandomForest_90","0.0, 0.0",0.0
PETR4,1.015,2020-11-11,RandomForest_60,0.0,0.0
PETR4,1.01,2020-11-11,RandomForest_75,1.0,1.0
PETR4,1.02,2020-11-12,RandomForest_90,0.0,0.0
PETR4,1.015,2020-11-12,RandomForest_60,0.0,0.0
PETR4,1.01,2020-11-12,RandomForest_75,1.0,1.0
PETR4,1.02,2020-11-13,RandomForest_90,0.0,0.0
PETR4,1.015,2020-11-13,RandomForest_90,0.0,0.0
PETR4,1.01,2020-11-13,RandomForest_75,1.0,1.0
PETR4,1.02,2020-11-16,RandomForest_90,1.0,1.0
PETR4,1.015,2020-11-16,RandomForest_60,1.0,1.0
PETR4,1.01,2020-11-16,RandomForest_60,1.0,1.0
PETR4,1.015,2020-11-17,RandomForest_90,1.0,1.0
PETR4,1.01,2020-11-17,RandomForest_75,1.0,1.0
PETR4,1.02,2020-11-17,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.01,2020-11-18,RandomForest_60,1.0,1.0
PETR4,1.02,2020-11-18,RandomForest_90,1.0,1.0
PETR4,1.015,2020-11-18,RandomForest_90,1.0,1.0
PETR4,1.01,2020-11-19,RandomForest_75,1.0,1.0
PETR4,1.02,2020-11-19,RandomForest_60,1.0,1.0
PETR4,1.015,2020-11-19,RandomForest_90,1.0,1.0
PETR4,1.01,2020-11-20,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.02,2020-11-20,RandomForest_90,1.0,1.0
PETR4,1.015,2020-11-20,RandomForest_60,1.0,1.0
PETR4,1.01,2020-11-23,RandomForest_60,1.0,1.0
PETR4,1.02,2020-11-23,RandomForest_60,1.0,1.0
PETR4,1.015,2020-11-23,RandomForest_60,1.0,1.0
PETR4,1.01,2020-11-24,RandomForest_60,1.0,1.0
PETR4,1.015,2020-11-24,RandomForest_75,1.0,1.0
PETR4,1.02,2020-11-24,RandomForest_90,1.0,1.0
PETR4,1.015,2020-11-25,RandomForest_75,1.0,1.0
PETR4,1.02,2020-11-25,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.01,2020-11-25,RandomForest_60,1.0,1.0
PETR4,1.015,2020-11-26,"RandomForest_75, RandomForest_90","1.0, 0.0",0.0
PETR4,1.02,2020-11-26,RandomForest_90,0.0,0.0
PETR4,1.01,2020-11-26,RandomForest_60,1.0,1.0
PETR4,1.02,2020-11-27,RandomForest_90,0.0,0.0
PETR4,1.01,2020-11-27,RandomForest_60,0.0,0.0
PETR4,1.015,2020-11-27,RandomForest_75,1.0,1.0
PETR4,1.01,2020-11-30,RandomForest_90,1.0,1.0
PETR4,1.015,2020-11-30,"RandomForest_60, RandomForest_75","0.0, 1.0",0.0
PETR4,1.02,2020-11-30,RandomForest_90,0.0,0.0
PETR4,1.01,2020-12-01,RandomForest_60,1.0,1.0
PETR4,1.015,2020-12-01,"RandomForest_60, RandomForest_75, RandomForest_90","1.0, 1.0, 1.0",1.0
