ativo,target,data,melhor_precision,valor_melhor_precision,concordancia_valor
PETR4,1.01,2022-07-29,"RandomForest_60, RandomForest_90","1.0, 1.0",1.0
PETR4,1.02,2022-08-01,RandomForest_90,1.0,1.0
PETR4,1.015,2022-08-01,SVC_60,1.0,1.0
PETR4,1.01,2022-08-01,RandomForest_60,1.0,1.0
PETR4,1.02,2022-08-02,RandomForest_75,1.0,1.0
PETR4,1.015,2022-08-02,RandomForest_60,1.0,1.0
PETR4,1.01,2022-08-02,RandomForest_60,1.0,1.0
PETR4,1.02,2022-08-03,RandomForest_60,0.0,0.0
PETR4,1.01,2022-08-03,RandomForest_60,1.0,1.0
PETR4,1.015,2022-08-03,RandomForest_60,1.0,1.0
PETR4,1.01,2022-08-04,RandomForest_60,1.0,1.0
PETR4,1.015,2022-08-04,SVC_60,1.0,1.0
PETR4,1.02,2022-08-04,"RandomForest_60, RandomForest_75","1.0, 0.0",0.0
PETR4,1.01,2022-08-05,RandomForest_60,1.0,1.0
PETR4,1.015,2022-08-05,RandomForest_60,1.0,1.0
PETR4,1.02,2022-08-05,RandomForest_75,1.0,1.0
PETR4,1.015,2022-08-08,RandomForest_90,1.0,1.0
PETR4,1.02,2022-08-08,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.01,2022-08-08,RandomForest_60,1.0,1.0
PETR4,1.02,2022-08-09,"RandomForest_60, RandomForest_75","1.0, 0.0",0.0
PETR4,1.01,2022-08-09,RandomForest_60,1.0,1.0
PETR4,1.015,2022-08-09,RandomForest_60,1.0,1.0
PETR4,1.02,2022-08-10,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.01,2022-08-10,RandomForest_90,1.0,1.0
PETR4,1.015,2022-08-10,RandomForest_90,1.0,1.0
PETR4,1.02,2022-08-11,RandomForest_75,1.0,1.0
PETR4,1.015,2022-08-11,RandomForest_90,1.0,1.0
PETR4,1.01,2022-08-11,RandomForest_90,1.0,1.0
PETR4,1.015,2022-08-12,RandomForest_60,1.0,1.0
PETR4,1.01,2022-08-12,RandomForest_75,1.0,1.0
PETR4,1.02,2022-08-12,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.015,2022-08-15,RandomForest_90,1.0,1.0
PETR4,1.01,2022-08-15,RandomForest_75,1.0,1.0
PETR4,1.02,2022-08-15,RandomForest_75,1.0,1.0
PETR4,1.015,2022-08-16,RandomForest_90,1.0,1.0
PETR4,1.01,2022-08-16,RandomForest_75,1.0,1.0
PETR4,1.02,2022-08-16,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.015,2022-08-17,SVC_60,1.0,1.0
PETR4,1.01,2022-08-17,RandomForest_75,1.0,1.0
PETR4,1.02,2022-08-17,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.015,2022-08-18,RandomForest_60,1.0,1.0
PETR4,1.02,2022-08-18,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.01,2022-08-18,RandomForest_75,1.0,1.0
PETR4,1.02,2022-08-19,RandomForest_60,1.0,1.0
PETR4,1.015,2022-08-19,RNA_60,1.0,1.0
PETR4,1.01,2022-08-19,RandomForest_75,1.0,1.0
PETR4,1.02,2022-08-22,RandomForest_60,1.0,1.0
PETR4,1.015,2022-08-22,RandomForest_75,1.0,1.0
PETR4,1.01,2022-08-22,RandomForest_75,1.0,1.0
PETR4,1.02,2022-08-23,RandomForest_60,1.0,1.0
PETR4,1.015,2022-08-23,RandomForest_75,1.0,1.0
PETR4,1.01,2022-08-23,RandomForest_60,1.0,1.0
PETR4,1.02,2022-08-24,RandomForest_60,1.0,1.0
PETR4,1.015,2022-08-24,RandomForest_60,1.0,1.0
PETR4,1.01,2022-08-24,RandomForest_75,1.0,1.0
PETR4,1.015,2022-08-25,RandomForest_60,1.0,1.0
PETR4,1.01,2022-08-25,RandomForest_60,1.0,1.0
PETR4,1.02,2022-08-25,RandomForest_60,1.0,1.0
PETR4,1.01,2022-08-26,RandomForest_60,1.0,1.0
PETR4,1.02,2022-08-26,RandomForest_60,1.0,1.0
PETR4,1.015,2022-08-26,RandomForest_60,1.0,1.0
PETR4,1.01,2022-08-29,RandomForest_60,1.0,1.0
PETR4,1.02,2022-08-29,RandomForest_75,1.0,1.0
PETR4,1.015,2022-08-29,RandomForest_60,1.0,1.0
PETR4,1.01,2022-08-30,RandomForest_60,1.0,1.0
PETR4,1.02,2022-08-30,RandomForest_60,1.0,1.0
PETR4,1.015,2022-08-30,RandomForest_60,1.0,1.0
PETR4,1.01,2022-08-31,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.02,2022-08-31,RandomForest_75,1.0,1.0
PETR4,1.015,2022-08-31,RandomForest_60,1.0,1.0
PETR4,1.02,2022-09-01,RandomForest_60,1.0,1.0
PETR4,1.015,2022-09-01,RandomForest_60,1.0,1.0
PETR4,1.01,2022-09-01,RandomForest_75,1.0,1.0
PETR4,1.015,2022-09-02,RandomForest_60,1.0,1.0
PETR4,1.01,2022-09-02,RandomForest_75,1.0,1.0
PETR4,1.02,2022-09-02,RandomForest_60,1.0,1.0
PETR4,1.015,2022-09-05,RandomForest_75,1.0,1.0
PETR4,1.01,2022-09-05,RandomForest_75,1.0,1.0
PETR4,1.02,2022-09-05,"RandomForest_60, RandomForest_75","1.0, 1.0",1.0
PETR4,1.015,2022-09-06,RandomForest_75,1.0,1.0
PETR4,1.01,2022-09-06,RandomForest_75,1.0,1.0
PETR4,1.02,2022-09-06,RandomForest_60,1.0,1.0
PETR4,1.015,2022-09-08,RandomForest_75,1.0,1.0
PETR4,1.01,2022-09-08,RandomForest_75,1.0,1.0
PETR4,1.02,2022-09-08,RandomForest_75,0.0,0.0
PETR4,1.01,2022-09-09,RandomForest_60,1.0,1.0
PETR4,1.02,2022-09-09,RandomForest_75,0.0,0.0
PETR4,1.015,2022-09-09,RandomForest_60,1.0,1.0
PETR4,1.02,2022-09-12,RandomForest_60,0.0,0.0
PETR4,1.015,2022-09-12,RandomForest_60,1.0,1.0
PETR4,1.01,2022-09-12,"RNA_60, RandomForest_60, SVC_60","1.0, 1.0, 1.0",1.0
PETR4,1.02,2022-09-13,RandomForest_60,0.0,0.0
PETR4,1.015,2022-09-13,RandomForest_60,1.0,1.0
PETR4,1.01,2022-09-13,RandomForest_60,1.0,1.0
PETR4,1.02,2022-09-14,RandomForest_60,1.0,1.0
PETR4,1.015,2022-09-14,RandomForest_60,1.0,1.0
PETR4,1.01,2022-09-14,RandomForest_60,1.0,1.0
PETR4,1.02,2022-09-15,RandomForest_60,1.0,1.0
PETR4,1.015,2022-09-15,RandomForest_60,1.0,1.0
PETR4,1.01,2022-09-15,RandomForest_60,1.0,1.0
PETR4,1.02,2022-09-16,RandomForest_60,1.0,1.0
PETR4,1.01,2022-09-16,RandomForest_60,1.0,1.0
PETR4,1.015,2022-09-16,RandomForest_60,1.0,1.0
PETR4,1.02,2022-09-19,RandomForest_60,1.0,1.0
PETR4,1.015,2022-09-19,RandomForest_60,1.0,1.0
PETR4,1.01,2022-09-19,RandomForest_60,1.0,1.0
PETR4,1.01,2022-09-20,RandomForest_60,1.0,1.0
PETR4,1.02,2022-09-20,RandomForest_60,1.0,1.0
PETR4,1.015,2022-09-20,RandomForest_60,1.0,1.0
PETR4,1.01,2022-09-21,RandomForest_60,1.0,1.0
PETR4,1.015,2022-09-21,RandomForest_60,1.0,1.0
PETR4,1.02,2022-09-21,RandomForest_60,1.0,1.0
PETR4,1.02,2022-09-22,RandomForest_60,1.0,1.0
PETR4,1.01,2022-09-22,RandomForest_60,1.0,1.0
PETR4,1.015,2022-09-22,RandomForest_60,1.0,1.0
PETR4,1.015,2022-09-23,RandomForest_60,1.0,1.0
PETR4,1.02,2022-09-23,RandomForest_60,1.0,1.0
PETR4,1.01,2022-09-23,RandomForest_60,1.0,1.0
PETR4,1.015,2022-09-26,RandomForest_60,1.0,1.0
PETR4,1.02,2022-09-26,RandomForest_60,1.0,1.0
PETR4,1.01,2022-09-26,RandomForest_60,1.0,1.0
PETR4,1.02,2022-09-27,RandomForest_60,1.0,1.0
PETR4,1.01,2022-09-27,RandomForest_60,1.0,1.0
PETR4,1.015,2022-09-27,RandomForest_60,1.0,1.0
PETR4,1.02,2022-09-28,RandomForest_60,0.0,0.0
PETR4,1.01,2022-09-28,RandomForest_60,1.0,1.0
PETR4,1.015,2022-09-28,RandomForest_60,1.0,1.0
PETR4,1.02,2022-09-29,RandomForest_60,0.0,0.0
PETR4,1.01,2022-09-29,RandomForest_60,1.0,1.0
PETR4,1.015,2022-09-29,RandomForest_60,1.0,1.0
PETR4,1.015,2022-09-30,RandomForest_60,1.0,1.0
PETR4,1.01,2022-09-30,RandomForest_60,1.0,1.0
PETR4,1.02,2022-09-30,RandomForest_60,1.0,1.0
