data,PETR4_esmble_jan_tot,PETR4_rend_decisao_esmble_jan_tot,PETR4_esmble_jan_par,PETR4_rend_decisao_esmble_jan_par,PETR4_in_precision,PETR4_rend_decisao_in_precision,VALE3_esmble_jan_tot,VALE3_rend_decisao_esmble_jan_tot,VALE3_esmble_jan_par,VALE3_rend_decisao_esmble_jan_par,VALE3_in_precision,VALE3_rend_decisao_in_precision,ITUB4_esmble_jan_tot,ITUB4_rend_decisao_esmble_jan_tot,ITUB4_esmble_jan_par,ITUB4_rend_decisao_esmble_jan_par,ITUB4_in_precision,ITUB4_rend_decisao_in_precision
2020-06-29,1,0.007910596333771,1,0.007910596333771,1.0,0.007910596333771,0,0.0,1,0.0084776405737095,0.0,0.0084776405737095,0,0.0239381881135323,1,0.0188243871782019,1.0,0.0188243871782019
2020-06-30,1,0.0215558629271275,1,0.0215558629271275,1.0,0.0215558629271275,0,0.0,0,0.0198412966103825,0.0,0.0198412966103825,1,0.0,1,0.0107568112230984,1.0,0.0107568112230984
2020-07-01,1,0.0229884151079052,1,0.0229884151079052,1.0,0.0229884151079052,0,0.0,0,0.0115440320031082,0.0,0.0115440320031082,1,0.0238281212115293,1,0.0238281212115293,1.0,0.0238281212115293
2020-07-02,1,0.0049773653061096,1,0.0049773653061096,1.0,0.0049773653061096,0,0.0,0,0.005411278993056,0.0,0.005411278993056,1,0.0283018916026709,1,0.0283018916026709,1.0,0.0283018916026709
2020-07-03,0,0.003619998876977,1,0.003619998876977,1.0,0.003619998876977,0,0.0,0,0.0,0.0,0.0,0,0.0113679957083452,1,0.0113679957083452,0.0,0.0113679957083452
2020-07-06,1,0.0343891523900986,1,0.0343891523900986,1.0,0.0343891523900986,0,0.0,1,0.0,0.0,0.0,1,0.0553239855096487,1,0.0553239855096487,1.0,0.0553239855096487
2020-07-07,0,0.0058192835252721,1,0.0058192835252721,0.0,0.0058192835252721,0,0.0,0,0.0042298094487336,0.0,0.0,0,0.0102078163129991,0,0.0102078163129991,0.0,0.0102078163129991
2020-07-08,1,0.0188004842453176,1,0.0188004842453176,1.0,0.0188004842453176,0,0.0,0,0.0172717826757965,0.0,0.0,1,-0.0131243528522775,1,-0.0131243528522775,1.0,-0.0131243528522775
2020-07-09,0,0.0210385081005112,1,0.0210385081005112,1.0,0.0210385081005112,0,0.0,0,0.0165668095735301,0.0,0.0,1,-0.0094787129654168,1,-0.0094787129654168,1.0,-0.0094787129654168
2020-07-10,0,0.0,1,0.0207301535195901,0.0,0.0207301535195901,1,0.0,1,0.0098695942668643,1.0,0.0,0,-0.004374804808917,0,-0.004374804808917,0.0,-0.004374804808917
2020-07-13,0,0.0,1,0.0017692467872441,0.0,0.0,1,0.0258098307213415,1,0.0258098307213415,1.0,0.0258098307213415,0,0.0,1,0.0,0.0,0.0
2020-07-14,1,0.0,1,0.0154799797715373,1.0,0.0,0,0.0699240225338179,1,0.0699240225338179,1.0,0.0699240225338179,1,0.0,1,0.0250467107735576,1.0,0.0
2020-07-15,0,0.0099138380898263,1,0.0362672536887195,1.0,0.0099138380898263,0,0.0,1,0.0101123770397181,0.0,0.0101123770397181,0,0.0094407917170171,0,0.0094407917170171,0.0,0.0094407917170171
2020-07-16,0,0.0034482158802314,1,0.0051812568664504,0.0,0.0034482158802314,0,0.0,0,-0.009791321791919,0.0,-0.009791321791919,0,-0.0079884093978864,0,-0.0079884093978864,0.0,-0.0079884093978864
2020-07-17,1,-0.0073276761796528,1,-0.0056132460816762,1.0,-0.0073276761796528,0,0.0,0,-0.0168539263168245,0.0,-0.0168539263168245,1,-0.0050835221025581,1,-0.0050835221025581,1.0,-0.0050835221025581
2020-07-20,1,-0.0125,1,-0.0107945029481266,1.0,-0.0125,0,0.0,0,-0.0130015820875874,0.0,-0.0130015820875874,1,-0.0003631262440493,1,-0.0003631262440493,1.0,-0.0003631262440493
2020-07-21,1,0.0194384706524272,1,0.0189982322565694,1.0,0.0194384706524272,0,0.0,0,0.0,0.0,0.0,1,0.0159420256153362,1,0.0159420256153362,1.0,0.0159420256153362
2020-07-22,0,0.0112310518128723,0,0.0047210204413011,0.0,0.0112310518128723,0,0.0,0,0.0,0.0,0.0,0,0.009057931548016,0,0.009057931548016,1.0,0.009057931548016
2020-07-23,0,0.0034748390853154,0,-0.0029852598913886,0.0,0.0034748390853154,0,0.0,1,0.0,1.0,0.0,0,-0.0166666993041124,1,-0.0166666993041124,0.0,-0.0166666993041124
2020-07-24,0,-0.0038688091354564,1,-0.0102816316957439,0.0,-0.0038688091354564,0,0.0,1,0.0047806252056684,1.0,0.0047806252056684,0,-0.0260869676965168,1,-0.0260869676965168,1.0,-0.0260869676965168
2020-07-27,1,0.0,1,-0.0021269056596965,1.0,0.0,0,0.0,1,0.0522451780044338,1.0,0.0522451780044338,1,0.0,1,0.0484416058285367,1.0,0.0484416058285367
2020-07-28,0,0.0121527739767365,0,0.0121527739767365,0.0,0.0121527739767365,0,0.0,1,0.0075782320317487,0.0,0.0075782320317487,0,0.0194805131500987,0,0.0194805131500987,0.0,0.0194805131500987
2020-07-29,0,0.0091146169725476,0,0.0091146169725476,0.0,0.0091146169725476,1,0.0,1,0.0370675424078902,1.0,0.0370675424078902,1,0.0277778183979766,1,0.0277778183979766,1.0,0.0277778183979766
2020-07-30,0,-0.005208290001464,0,-0.005208290001464,0.0,-0.005208290001464,0,0.0011236004001942,1,0.0011236004001942,1.0,0.0011236004001942,0,0.0129170904539339,1,0.0129170904539339,0.0,0.0129170904539339
2020-07-31,0,0.0043402659945501,0,0.0043402659945501,0.0,0.0043402659945501,1,-0.0014446025239346,1,-0.0014446025239346,1.0,-0.0014446025239346,0,0.0039469106339993,0,0.0039469106339993,0.0,0.0039469106339993
2020-08-03,0,0.0,1,0.0,0.0,0.0,0,0.0059390306867405,1,0.0059390306867405,1.0,0.0059390306867405,1,-0.0051858653232498,1,-0.0051858653232498,1.0,-0.0051858653232498
2020-08-04,1,0.0,1,0.0274930293105093,1.0,0.0,1,-0.0234349878130752,1,-0.0234349878130752,1.0,-0.0234349878130752,1,-0.0418047819748214,1,-0.0418047819748214,1.0,-0.0418047819748214
2020-08-05,1,0.0472334895181496,1,0.0472334895181496,1.0,0.0472334895181496,0,0.0161550786173173,1,0.0161550786173173,1.0,0.0161550786173173,0,0.0057361265588598,1,0.0057361265588598,1.0,0.0057361265588598
2020-08-06,0,0.0107388018305367,1,0.0107388018305367,1.0,0.0107388018305367,0,0.0158319754409505,0,0.0158319754409505,0.0,0.0158319754409505,1,0.0057361265588598,1,0.0057361265588598,1.0,0.0057361265588598
2020-08-07,0,-0.0158935422733786,0,-0.0158935422733786,0.0,-0.0158935422733786,0,-0.0082391042636786,0,-0.0082391042636786,0.0,-0.0082391042636786,1,0.0114722531177197,1,0.0114722531177197,1.0,0.0114722531177197
2020-08-10,1,0.0073023563537189,1,0.0073023563537189,1.0,0.0073023563537189,0,0.0048465209118278,1,0.0048465209118278,1.0,0.0048465209118278,0,-0.0026768590608012,1,-0.0026768590608012,1.0,-0.0026768590608012
2020-08-11,0,0.025773124393288,1,0.025773124393288,0.0,0.025773124393288,0,0.0,1,0.0004777851641342,1.0,0.0004777851641342,1,0.0,1,0.0065084100461187,1.0,0.0065084100461187
2020-08-12,1,0.0,1,0.013698563086882,1.0,0.0,1,0.0,1,-0.007963033359414,1.0,-0.007963033359414,0,0.0066173482311498,0,-0.0099541035206086,0.0,-0.0099541035206086
2020-08-13,0,0.0055437235976882,0,0.009417753124699,0.0,0.0055437235976882,0,0.0123778499697295,1,-0.0100334357373288,1.0,-0.0100334357373288,0,-0.005449580896241,0,-0.021822380663531,0.0,-0.021822380663531
2020-08-14,0,-0.0200425606303987,1,-0.016267106648399,1.0,-0.0200425606303987,1,0.0004886014686505,1,-0.0216594886884381,1.0,-0.0216594886884381,0,-0.0186842773585407,0,-0.0348392007557686,0.0,-0.0348392007557686
2020-08-17,1,-0.0260127796617607,1,-0.0222603269717659,1.0,-0.0260127796617607,1,0.0195439778918953,1,0.0132729078758558,1.0,0.0132729078758558,0,-0.0365901088687435,0,0.0,0.0,0.0
2020-08-18,1,-0.0089552568430361,1,0.0135192808254738,1.0,-0.0089552568430361,0,0.0374592842216223,0,0.0310780197041306,0.0,0.0310780197041306,0,0.0,0,0.0,0.0,0.0
