ativo,target,janela,tecnica,data,target_real,target_pred,resultado_real
ITUB4,1.01,60,RNA,2022-04-22,0,1,-0.0470588241504158
ITUB4,1.01,60,Random Forest,2022-04-22,0,1,-0.0470588241504158
ITUB4,1.01,60,SVC,2022-04-22,0,1,-0.0470588241504158
ITUB4,1.01,60,RNA,2022-04-25,0,0,-0.0550277017137272
ITUB4,1.01,60,Random Forest,2022-04-25,0,1,-0.0550277017137272
ITUB4,1.01,60,SVC,2022-04-25,0,1,-0.0550277017137272
ITUB4,1.01,60,RNA,2022-04-26,0,1,-0.0489169900846493
ITUB4,1.01,60,Random Forest,2022-04-26,0,1,-0.0489169900846493
ITUB4,1.01,60,SVC,2022-04-26,0,1,-0.0489169900846493
ITUB4,1.01,60,RNA,2022-04-27,1,1,0.017951850918052
ITUB4,1.01,60,Random Forest,2022-04-27,1,1,0.017951850918052
ITUB4,1.01,60,SVC,2022-04-27,1,1,0.017951850918052
ITUB4,1.01,60,RNA,2022-04-28,1,1,0.0200327360666732
ITUB4,1.01,60,Random Forest,2022-04-28,1,1,0.0200327360666732
ITUB4,1.01,60,SVC,2022-04-28,1,1,0.0200327360666732
ITUB4,1.01,60,RNA,2022-04-29,1,1,0.01214912394881
ITUB4,1.01,60,Random Forest,2022-04-29,1,1,0.01214912394881
ITUB4,1.01,60,SVC,2022-04-29,1,1,0.01214912394881
ITUB4,1.01,60,RNA,2022-05-02,1,1,0.0176470412044791
ITUB4,1.01,60,Random Forest,2022-05-02,1,1,0.0176470412044791
ITUB4,1.01,60,SVC,2022-05-02,1,1,0.0176470412044791
ITUB4,1.01,60,RNA,2022-05-03,1,1,0.0193602472503271
ITUB4,1.01,60,Random Forest,2022-05-03,1,1,0.0193602472503271
ITUB4,1.01,60,SVC,2022-05-03,1,1,0.0193602472503271
ITUB4,1.01,60,RNA,2022-05-04,1,1,0.0267062045527981
ITUB4,1.01,60,Random Forest,2022-05-04,1,1,0.0267062045527981
ITUB4,1.01,60,SVC,2022-05-04,1,1,0.0267062045527981
ITUB4,1.01,60,RNA,2022-05-05,1,1,0.0403779885571777
ITUB4,1.01,60,Random Forest,2022-05-05,1,1,0.0403779885571777
ITUB4,1.01,60,SVC,2022-05-05,1,1,0.0403779885571777
ITUB4,1.01,60,RNA,2022-05-06,1,1,0.0391744157072504
ITUB4,1.01,60,Random Forest,2022-05-06,1,1,0.0391744157072504
ITUB4,1.01,60,SVC,2022-05-06,1,1,0.0391744157072504
ITUB4,1.01,60,RNA,2022-05-09,1,1,0.0563798031783684
ITUB4,1.01,60,Random Forest,2022-05-09,1,1,0.0563798031783684
ITUB4,1.01,60,SVC,2022-05-09,1,1,0.0563798031783684
ITUB4,1.01,60,RNA,2022-05-10,1,1,0.0825492205086841
ITUB4,1.01,60,Random Forest,2022-05-10,1,1,0.0825492205086841
ITUB4,1.01,60,SVC,2022-05-10,1,1,0.0825492205086841
ITUB4,1.01,60,RNA,2022-05-11,1,1,0.0706226484780316
ITUB4,1.01,60,Random Forest,2022-05-11,1,1,0.0706226484780316
ITUB4,1.01,60,SVC,2022-05-11,1,1,0.0706226484780316
ITUB4,1.01,60,RNA,2022-05-12,1,1,0.0376670973056056
ITUB4,1.01,60,Random Forest,2022-05-12,1,1,0.0376670973056056
ITUB4,1.01,60,SVC,2022-05-12,1,1,0.0376670973056056
ITUB4,1.01,60,RNA,2022-05-13,1,1,0.0309859022282708
ITUB4,1.01,60,Random Forest,2022-05-13,1,1,0.0309859022282708
ITUB4,1.01,60,SVC,2022-05-13,1,1,0.0309859022282708
