Exchange Date,Close,Open,Low,High,Volume,data_adicional,ibov_status,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,Momentum,RSI,Parabolic_SAR,ATR,True_Range,Chaikin_AD,OBV,compra,maximo,venda,target,resultado_real
2005-02-17,2.74,2.75,2.74,2.79,56661856,0,1.0,0.0,0.014706147389695487,-0.007380107297622534,-0.010969031370573933,0.014440684154794428,0.02909296094166477,0.0402248013105088,0.02173998663640582,0.011009285508369396,0.014815085785140682,0.003656311203110479,-0.0036429912785009805,-0.011131840368844181,-0.0037383221106072153,-0.007352974305258806,0.2200000000000002,79.16666666666671,2.43,0.06285714285714275,0.04999999999999982,233863593.44761974,260082880.0,2.75,2.86,2.78,1,0.040000000000000036
2005-02-18,2.74,2.75,2.71,2.75,28768576,0,1.0,0.0,0.0,0.014706147389695487,-0.007380107297622534,0.0,0.0,0.014652276786870415,0.025784117155714634,0.014440684154794428,0.011009285508369396,0.014815085785140682,-0.014652276786870375,-0.0036429912785009805,-0.011131840368844181,-0.0037383221106072153,0.20000000000000018,79.16666666666671,2.43,0.06122448979591827,0.040000000000000036,248247881.44762006,260082880.0,2.75,2.96,2.78,1,0.07636363636363641
2005-02-21,2.78,2.75,2.75,2.78,41726112,0,1.0,0.014493007302566606,0.0,0.0,0.014706147389695487,0.010850016024065623,0.010850016024065623,0.010850016024065623,0.025502292810936043,0.0,0.014440684154794428,0.011009285508369396,0.0,-0.014652276786870375,-0.0036429912785009805,-0.011131840368844181,0.20999999999999996,81.00269784172667,2.43,0.059708454810495505,0.03999999999999959,289973993.44762003,301808992.0,2.79,3.03,2.85,1,0.08602150537634401
2005-02-22,2.8,2.79,2.77,2.85,45945952,0,1.0,0.007168489478612497,0.014493007302566606,0.0,0.0,0.02127739844728488,0.035718082602079246,0.035718082602079246,0.035718082602079246,0.010850016024065623,0.0,0.014440684154794428,-0.007194275634027085,0.0,-0.014652276786870375,-0.0036429912785009805,0.19999999999999973,81.86336019019947,2.43,0.061157850895460115,0.08000000000000007,278487505.4476198,347754944.0,2.83,3.03,2.86,1,0.07067137809187263
2005-02-23,2.86,2.83,2.82,2.86,47778304,0,1.0,0.021202207650602906,0.007168489478612497,0.014493007302566606,0.0,0.01054491317661482,0.024780028998486865,0.03922071315328133,0.03922071315328133,0.02127739844728488,0.010850016024065623,0.0,-0.0035398267051241737,-0.007194275634027085,0.0,-0.014652276786870375,0.1499999999999999,84.17904528091185,2.43,0.061075147260070115,0.06000000000000005,326265809.4476198,395533248.0,2.9,3.03,2.96,1,0.04482758620689653
2005-02-24,2.95,2.9,2.9,2.96,50220864,0,1.0,0.030983545519967442,0.021202207650602906,0.007168489478612497,0.014493007302566606,0.0204785313435407,0.044912556680822634,0.059147672502694766,0.07358835665748913,0.01054491317661482,0.02127739844728488,0.010850016024065623,0.0,-0.0035398267051241737,-0.007194275634027085,0.0,0.25,86.88420666217154,2.43,0.06385549388435083,0.10000000000000009,359746385.44762015,445754112.0,2.95,3.03,3.03,1,0.027118644067796405
2005-02-25,3.02,2.95,2.93,3.03,52230368,0,1.0,0.023451661035049663,0.030983545519967442,0.021202207650602906,0.007168489478612497,0.026757449169549117,0.04385188252884941,0.06828590786613137,0.08252102368800344,0.0204785313435407,0.01054491317661482,0.02127739844728488,-0.006802747322752523,0.0,-0.0035398267051241737,-0.007194275634027085,0.27,88.52731359453098,2.43,0.06643724432118289,0.09999999999999964,401530679.84762037,497984480.0,2.99,3.03,3.03,1,0.013377926421404451
2005-02-28,2.97,2.99,2.89,3.03,52230784,0,1.0,-0.016694878572169992,0.023451661035049663,0.030983545519967442,0.021202207650602906,0.013289232118682487,0.026757449169549117,0.04385188252884941,0.06828590786613137,0.026757449169549117,0.0204785313435407,0.01054491317661482,-0.03401688527825424,-0.006802747322752523,0.0,-0.0035398267051241737,0.25,80.74606520631251,2.43,0.0716917268696698,0.13999999999999968,408992220.41904914,445753696.0,2.92,3.1,3.03,1,0.06164383561643838
2005-03-01,2.85,2.92,2.83,2.92,58305696,0,1.0,-0.041242958534049134,-0.016694878572169992,0.023451661035049663,0.030983545519967442,0.0,-0.023689771122404776,-0.010221554071538139,0.0068728792877620504,0.013289232118682487,0.026757449169549117,0.0204785313435407,-0.03130690462504402,-0.03401688527825424,-0.006802747322752523,0.0,0.1499999999999999,65.79812263165806,2.43,0.07657088923612197,0.14000000000000012,376600167.0857159,387448000.0,2.85,3.12,2.94,1,0.09473684210526323
2005-03-02,2.93,2.85,2.82,2.94,48295104,0,1.0,0.027683428748416866,-0.041242958534049134,-0.016694878572169992,0.023451661035049663,0.031090587070030967,0.006825965070399891,-0.016863806052004916,-0.003395589001138272,0.0,0.013289232118682487,0.026757449169549117,-0.010582109330536972,-0.03130690462504402,-0.03401688527825424,-0.006802747322752523,0.18999999999999995,69.81056218285329,2.43,0.07967296857639898,0.1200000000000001,416846087.08571607,435743104.0,2.97,3.12,3.03,1,0.050505050505050386
