ativo|target|data|Close|Open|Low|High|ln_open|ln_high|log_return|log_return_binario|esmble_jan_tot|esmble_jan_par|in_precision|compra_esmble_jan_tot|rend_decisao_esmble_jan_tot|dias_esmble_jan_tot|venda_esmble_jan_tot|compra_esmble_jan_par|rend_decisao_esmble_jan_par|dias_esmble_jan_par|venda_esmble_jan_par|compra_in_precision|rend_decisao_in_precision|dias_in_precision|venda_in_precision
VALE3|1.01|2020-08-07|36.529776|37.097816|36.124897|37.097816|3.613558099956077|3.613558099956077|0.0|0|0|1|1.0|0.0|0.0|0.0|0.0|37.841102|-0.01964229265839028|2.0|0.0|37.841102|-0.01964229265839028|2.0|0.0
VALE3|1.01|2020-08-10|37.587297|36.680851|36.505604|37.587297|3.6022548477734406|3.626666147568437|0.0244112997949965|1|1|1|1.0|0.0|0.0|0.0|0.0|37.841102|-0.0067071249669208854|3.0|0.0|37.841102|-0.0067071249669208854|3.0|0.0
VALE3|1.01|2020-08-11|36.427046|37.943832|36.35453|37.961961|3.636106960987996|3.636584632049142|0.0004776710611458|0|1|1|1.0|37.943832|0.000477785164134235|1.0|0.0|37.841102|0.0031938551895238925|4.0|36.427046|37.841102|0.0031938551895238925|4.0|36.427046
VALE3|1.01|2020-08-12|37.164289|36.789624|36.608335|37.641684|3.605215848895933|3.6281120533550735|0.0228962044591405|1|0|1|1.0|37.943832|-0.007963033359414055|2.0|0.0|36.789624|0.023160334555199433|0.0|37.157520240000004|36.789624|0.023160334555199433|0.0|37.157520240000004
VALE3|1.01|2020-08-13|36.469347|37.103859|36.324315|37.563125|3.613720980376589|3.626022851092109|0.01230187071552|1|1|1|1.0|37.943832|-0.010033435737328823|3.0|0.0|37.103859|0.01237784996972955|0.0|37.47489759|37.103859|0.01237784996972955|0.0|37.47489759
VALE3|1.01|2020-08-14|37.073644|36.469347|36.439132|37.121988|3.596472099532788|3.6142094625184096|0.0177373629856214|1|1|1|1.0|37.943832|-0.021659488688438183|4.0|37.073644|36.469347|0.01789560421797524|0.0|36.83404047|36.469347|0.01789560421797524|0.0|36.83404047
VALE3|1.01|2020-08-17|37.605426|37.333492|36.952784|37.829016|3.6198908326179535|3.633076427204343|0.0131855945863899|1|1|1|1.0|37.333492|0.013272907875855899|0.0|37.70682692|37.333492|0.013272907875855899|0.0|37.70682692|37.333492|0.013272907875855899|0.0|37.70682692
VALE3|1.01|2020-08-18|38.106992|38.252024|37.98009|38.493743|3.6441964739052737|3.650495708605497|0.0062992347002235|0|1|1|1.0|38.252024|0.00631911660413063|1.0|0.0|38.252024|0.00631911660413063|1.0|0.0|38.252024|0.00631911660413063|1.0|0.0
VALE3|1.01|2020-08-19|37.702113|38.318497|37.665855|38.602516|3.645932729995239|3.653317455693723|0.0073847256984844|0|0|1|1.0|38.252024|0.00916270469766522|2.0|0.0|38.252024|0.00916270469766522|2.0|0.0|38.252024|0.00916270469766522|2.0|0.0
VALE3|1.01|2020-08-20|38.04052|37.357664|37.267019|38.372883|3.6205380846391666|3.647351038261876|0.0268129536227097|1|1|1|1.0|38.252024|0.0031595452308615865|3.0|0.0|38.252024|0.0031595452308615865|3.0|0.0|38.252024|0.0031595452308615865|3.0|0.0
