ativo|target|data|Close|Open|Low|High|ln_open|ln_high|log_return|log_return_binario|esmble_jan_tot|esmble_jan_par|in_precision|compra_esmble_jan_tot|rend_decisao_esmble_jan_tot|dias_esmble_jan_tot|venda_esmble_jan_tot|compra_esmble_jan_par|rend_decisao_esmble_jan_par|dias_esmble_jan_par|venda_esmble_jan_par|compra_in_precision|rend_decisao_in_precision|dias_in_precision|venda_in_precision
PETR4|1.02|2021-02-01|8.186343|8.106056|7.978191|8.230947|2.0926114366451207|2.1079010748979745|0.0152896382528537|0|1|1|1.0|8.18337|0.005813863970466987|2.0|0.0|8.18337|0.005813863970466987|2.0|0.0|8.18337|0.005813863970466987|2.0|0.0
PETR4|1.02|2021-02-02|8.522361|8.445047|8.385575|8.665094|2.133580115667604|2.159302771348774|0.0257226556811698|1|0|1|1.0|8.18337|0.058866212819413004|0.0|8.3470374|8.18337|0.058866212819413004|0.0|8.3470374|8.18337|0.058866212819413004|0.0|8.3470374
PETR4|1.02|2021-02-03|8.57886|8.617516|8.522361|8.665094|2.153796876094134|2.159302771348774|0.00550589525464|0|1|1|1.0|0.0|0.0|0.0|0.0|8.617516|0.005521080552678948|1.0|0.0|8.617516|0.005521080552678948|1.0|0.0
PETR4|1.02|2021-02-04|8.569939|8.572912|8.388549|8.62049|2.1486074648591464|2.1541419276075753|0.0055344627484288|0|0|1|0.0|8.572912|0.0055498061802103735|1.0|0.0|8.617516|0.00034511105056260206|2.0|0.0|8.617516|0.00034511105056260206|2.0|0.0
PETR4|1.02|2021-02-05|8.629411|8.617516|8.421258|8.947587|2.153796876094134|2.1913838869971927|0.0375870109030587|1|1|1|1.0|8.572912|0.043704519537818634|0.0|8.74437024|8.617516|0.038302336775469896|0.0|8.78986632|8.617516|0.038302336775469896|0.0|8.78986632
PETR4|1.02|2021-02-08|8.358813|8.477757|8.266631|8.712672|2.1374459100992884|2.164778517642135|0.0273326075428466|1|1|1|1.0|8.477757|0.027709569877975872|0.0|8.64731214|8.477757|0.027709569877975872|0.0|8.64731214|8.477757|0.027709569877975872|0.0|8.64731214
PETR4|1.02|2021-02-09|8.189317|8.340971|8.141739|8.436126|2.121179636452088|2.1325231984936077|0.0113435620415196|0|1|1|1.0|8.340971|0.011408144207670797|1.0|0.0|8.340971|0.011408144207670797|1.0|0.0|8.340971|0.011408144207670797|1.0|0.0
PETR4|1.02|2021-02-10|8.266631|8.248789|8.064425|8.337997|2.1100664016934068|2.1208230196600275|0.0107566179666207|0|1|1|1.0|8.340971|-0.00035655321185027887|2.0|0.0|8.340971|-0.00035655321185027887|2.0|0.0|8.340971|-0.00035655321185027887|2.0|0.0
PETR4|1.02|2021-02-11|8.349892|8.367733|8.287446|8.474783|2.124382999547745|2.1370950482189435|0.0127120486711986|0|1|1|1.0|8.340971|0.016042736511132902|3.0|0.0|8.340971|0.016042736511132902|3.0|0.0|8.340971|0.016042736511132902|3.0|0.0
PETR4|1.02|2021-02-12|8.456942|8.269604|8.210132|8.47181|2.1125866239713535|2.136744181229868|0.0241575572585142|1|1|1|1.0|8.340971|0.01568630318940084|4.0|8.456942|8.340971|0.01568630318940084|4.0|8.456942|8.340971|0.01568630318940084|4.0|8.456942
