ativo,target,janela,data,target_real,resultado_real,RNA,Random Forest,SVC,ensemble_tecnicas
ITUB4,1.01,60,2021-01-15,0,-0.0552747969843345,1,1,1,1
ITUB4,1.01,60,2021-01-18,0,-0.0704985864229434,1,1,1,1
ITUB4,1.01,60,2021-01-19,0,-0.0886150239810069,1,1,1,1
ITUB4,1.01,60,2021-01-20,0,-0.0673328039288109,1,0,1,0
ITUB4,1.01,60,2021-01-21,1,0.0222649824911711,0,0,0,1
ITUB4,1.01,60,2021-01-22,1,0.0296653672424476,1,0,0,0
ITUB4,1.01,60,2021-01-26,1,0.0540732807763564,1,0,1,0
ITUB4,1.01,60,2021-01-27,1,0.0473665207343632,1,0,1,0
ITUB4,1.01,60,2021-01-28,1,0.011293621093275,1,1,1,1
ITUB4,1.01,60,2021-01-29,1,0.0144827703521874,1,1,1,1
ITUB4,1.01,60,2021-02-01,0,-0.0343878997321204,1,1,1,1
ITUB4,1.01,60,2021-02-02,0,-0.0417246003802067,1,1,1,1
ITUB4,1.01,60,2021-02-03,0,-0.0224325147761027,1,1,1,1
ITUB4,1.01,60,2021-02-04,0,-0.0219003777680932,1,1,1,1
ITUB4,1.01,60,2021-02-05,1,0.0146428705164751,0,0,0,1
ITUB4,1.01,60,2021-02-08,1,0.0334667309687555,0,0,1,0
ITUB4,1.01,60,2021-02-09,1,0.0136200883551695,1,0,1,0
ITUB4,1.01,60,2021-02-10,1,0.0182207951895061,1,1,1,1
ITUB4,1.01,60,2021-02-11,1,0.0352342371766787,1,1,1,1
ITUB4,1.01,60,2021-02-12,1,0.0251798359921979,1,1,1,1
ITUB4,1.01,60,2021-02-17,1,0.0207736329190337,1,1,1,1
ITUB4,1.01,60,2021-02-18,1,0.0111151196529759,1,1,1,1
ITUB4,1.01,60,2021-02-19,1,0.0365348485360947,1,1,1,1
ITUB4,1.01,60,2021-02-22,1,0.0621382322411783,1,1,1,1
ITUB4,1.01,60,2021-02-23,0,-0.0913225913590477,1,1,1,1
ITUB4,1.01,60,2021-02-24,0,-0.0360118712557699,1,1,1,1
ITUB4,1.01,60,2021-02-25,0,-0.0135430252372836,1,1,1,1
ITUB4,1.01,60,2021-02-26,1,0.0463320223016965,1,0,1,0
ITUB4,1.01,60,2021-03-01,1,0.1434442933181736,1,0,1,0
ITUB4,1.01,60,2021-03-02,1,0.0857586160532484,1,1,1,1
ITUB4,1.01,60,2021-03-03,1,0.0753266620217889,1,1,1,1
ITUB4,1.01,60,2021-03-04,1,0.046763898205927,1,1,1,1
ITUB4,1.01,60,2021-03-05,1,0.0401486977823954,1,1,1,1
ITUB4,1.01,60,2021-03-08,1,0.0473328298302244,1,1,1,1
ITUB4,1.01,60,2021-03-09,1,0.0284028508776768,1,1,1,1
ITUB4,1.01,60,2021-03-10,1,0.0101449607834034,1,1,1,1
ITUB4,1.01,60,2021-03-11,1,0.0331491705943713,1,1,1,1
ITUB4,1.01,60,2021-03-12,1,0.0578269000833795,0,1,1,0
ITUB4,1.01,60,2021-03-15,1,0.0439840183544875,0,1,1,0
ITUB4,1.01,60,2021-03-16,1,0.0692479720168266,1,1,1,1
ITUB4,1.01,60,2021-03-17,1,0.0282849904767277,1,1,1,1
ITUB4,1.01,60,2021-03-18,1,0.0120396528883444,1,1,1,1
ITUB4,1.01,60,2021-03-19,1,0.0189352999389413,1,1,1,1
ITUB4,1.01,60,2021-03-22,1,0.0185714213644911,1,1,1,1
ITUB4,1.01,60,2021-03-23,1,0.0224944756312401,1,1,1,1
ITUB4,1.01,60,2021-03-24,1,0.0593470182772912,1,1,1,1
ITUB4,1.01,60,2021-03-25,1,0.0374272809220519,1,1,1,1
ITUB4,1.01,60,2021-03-26,1,0.0152915622105445,1,1,1,1
ITUB4,1.01,60,2021-03-29,1,0.0255028571265143,1,1,1,1
ITUB4,1.01,60,2021-03-30,0,-0.0411674591974341,1,1,1,1
