ativo,target,data,RNA_60,RNA_75,RNA_90,RandomForest_60,RandomForest_75,RandomForest_90,SVC_60,SVC_75,SVC_90,melhor_precision
VALE3,1.02,2020-10-28,0.7454545454545455,0.7536231884057971,0.7529411764705882,1.0,0.9655172413793104,0.9852941176470588,0.8333333333333334,0.7466666666666667,0.7555555555555555,RandomForest_60
VALE3,1.02,2020-10-29,0.7843137254901961,0.7466666666666667,0.7682926829268293,1.0,0.9016393442622952,1.0,0.7843137254901961,0.7466666666666667,0.7444444444444445,RandomForest_60 | RandomForest_90
VALE3,1.02,2020-10-30,0.8297872340425532,0.7466666666666667,0.765625,0.9777777777777776,1.0,1.0,0.8148148148148148,0.7466666666666667,0.7333333333333333,RandomForest_75 | RandomForest_90
VALE3,1.02,2020-11-03,0.7916666666666666,0.7466666666666667,0.7222222222222222,1.0,1.0,0.9848484848484848,0.7333333333333333,0.7466666666666667,0.7222222222222222,RandomForest_60 | RandomForest_75
VALE3,1.02,2020-11-04,0.75,0.7424242424242424,0.7804878048780488,0.9375,1.0,0.9411764705882352,0.75,0.76,0.7222222222222222,RandomForest_75
VALE3,1.02,2020-11-05,0.75,0.7681159420289855,0.7111111111111111,1.0,1.0,1.0,0.75,0.76,0.7111111111111111,RandomForest_60 | RandomForest_75 | RandomForest_90
VALE3,1.02,2020-11-06,0.75,0.76,0.7191011235955056,0.9574468085106383,1.0,0.9545454545454546,0.75,0.76,0.7111111111111111,RandomForest_75
VALE3,1.02,2020-11-09,0.7592592592592593,0.7837837837837838,0.7439024390243902,0.92,1.0,0.9696969696969696,0.7666666666666667,0.7733333333333333,0.7222222222222222,RandomForest_75
VALE3,1.02,2020-11-10,0.7666666666666667,0.7916666666666666,0.7333333333333333,0.9387755102040816,0.9365079365079364,1.0,0.7666666666666667,0.7866666666666666,0.927536231884058,RandomForest_90
VALE3,1.02,2020-11-11,0.8571428571428571,0.7837837837837838,0.7333333333333333,1.0,1.0,1.0,0.7666666666666667,0.7866666666666666,0.9142857142857144,RandomForest_60 | RandomForest_75 | RandomForest_90
